draft_year,round,pick_number,team,player_name,position,games_played,points,performance_score,expected_performance,draft_value
2013,2,51,Chicago,Carl Dahlstrom,D,67.0,12.0,94.48,253.87,-159.39
2013,2,52,Buffalo,Justin Bailey,R,141.0,23.0,193.67,192.38,1.29
2013,2,53,Washington,Madison Bowey,D,158.0,40.0,249.6,260.45,-10.85
2013,2,55,Montreal,Artturi Lehkonen,L,654.0,334.0,772.35,411.48,360.87
2013,2,56,Edmonton,Marco Roy,C,0.0,0.0,0.0,253.92,-253.92
2013,2,57,St. Louis,William Carrier,L,521.0,132.0,562.55,185.82,376.73
2013,2,58,Detroit,Tyler Bertuzzi,L,562.0,363.0,882.57,415.34,467.23
2013,2,60,Boston,Linus Arnesson,D,0.0,0.0,0.0,264.35,-264.35
2013,2,61,Washington,Zach Sanford,L,334.0,104.0,572.16,159.76,412.4
2013,3,62,Arizona,Yan-Pavel Laplante,C,0.0,0.0,0.0,173.49,-173.49
2013,3,64,Nashville,Jonathan-Ismael Diaby,D,0.0,0.0,0.0,173.7,-173.7
2013,3,65,NY Rangers,Adam Tambellini,L,0.0,0.0,0.0,168.53,-168.53
2013,3,66,Carolina,Brett Pesce,D,736.0,222.0,601.9,281.81,320.09
2013,3,67,Calgary,Keegan Kanzig,D,0.0,0.0,0.0,250.79,-250.79
2013,3,68,Dallas,Niklas Hansson,D,0.0,0.0,0.0,88.6,-88.6
2013,3,69,Buffalo,Nick Baptiste,R,47.0,10.0,69.9,250.68,-180.78
2013,3,71,Montreal,Connor Crisp,C,0.0,0.0,0.0,207.72,-207.72
2013,3,72,Philadelphia,Tyrell Goulbourne,L,11.0,0.0,11.0,186.52,-175.52
2013,3,73,New Jersey,Ryan Kujawinski,C,0.0,0.0,0.0,70.83,-70.83
2013,3,74,Chicago,John Hayden,C,272.0,39.0,361.31,94.19,267.12
2013,3,75,NY Rangers,Pavel Buchnevich,L,667.0,502.0,969.57,135.53,834.04
2013,3,76,NY Islanders,Taylor Cammarata,C,0.0,0.0,0.0,72.12,-72.12
2013,3,77,Pittsburgh,Jake Guentzel,C,676.0,655.0,1145.91,194.63,951.28
2013,3,79,Detroit,Mattias Janmark-Nylen,C,680.0,221.0,620.95,233.05,387.9
2013,3,80,NY Rangers,Anthony Duclair,L,668.0,341.0,772.16,122.23,649.93
2013,3,81,Minnesota,Kurtis Gabriel,R,51.0,5.0,62.45,64.19,-1.74
2013,3,82,Toronto,Carter Verhaeghe,C,485.0,355.0,952.72,153.69,799.03
2013,3,83,Edmonton,Bogdan Yakimov,C,1.0,0.0,1.0,74.86,-73.86
2013,3,84,Winnipeg,Jimmy Lodge,C,0.0,0.0,0.0,75.03,-75.03
2013,3,85,Vancouver,Cole Cassels,C,0.0,0.0,0.0,266.81,-266.81
2013,3,86,Montreal,Sven Andrighetto,R,216.0,83.0,406.07,155.14,250.93
2013,3,87,Anaheim,Keaton Thompson,D,0.0,0.0,0.0,26.31,-26.31
2013,3,88,Edmonton,Anton Slepyshev,L,102.0,23.0,154.67,54.05,100.62
2013,3,89,Columbus,Oliver Bjorkstrand,R,698.0,414.0,839.54,100.74,738.8
2013,3,90,Boston,Peter Cehlarik,R,40.0,11.0,65.19,107.7,-42.51
2013,3,91,Winnipeg,JC Lipon,R,9.0,1.0,11.29,58.86,-47.57
2013,4,93,Colorado,Mason Geertsen,L,30.0,0.0,30.0,105.48,-75.48
2013,4,94,Edmonton,Jackson Houck,R,0.0,0.0,0.0,55.6,-55.6
2013,4,95,Nashville,Felix Girard,C,0.0,0.0,0.0,153.51,-153.51
2013,4,96,Edmonton,Kyle Platzer,C,0.0,0.0,0.0,233.28,-233.28
2013,4,97,Florida,Michael Downing,D,0.0,0.0,0.0,110.38,-110.38
2013,4,98,Florida,Matt Buckles,C,0.0,0.0,0.0,132.71,-132.71
2013,4,100,New Jersey,Miles Wood,L,562.0,196.0,640.32,75.14,565.18
2013,4,101,Dallas,Nick Paul,L,531.0,212.0,681.48,90.15,591.33
2013,4,102,Ottawa,Tobias Lindberg,R,6.0,2.0,10.58,138.08,-127.5
2013,4,103,Los Angeles,Justin Auger,R,2.0,0.0,2.0,55.18,-53.18
2013,4,104,Winnipeg,Andrew Copp,C,773.0,341.0,715.63,217.11,498.52
2013,4,105,Columbus,Nick Moutrey,R,0.0,0.0,0.0,156.76,-156.76
2013,4,107,Minnesota,Dylan Labbe,D,0.0,0.0,0.0,71.46,-71.46
2013,4,108,Ottawa,Ben Harpur,D,198.0,21.0,246.09,122.66,123.43
2013,4,109,Detroit,David Pope,L,0.0,0.0,0.0,86.99,-86.99
2013,4,110,NY Rangers,Ryan Graves,D,453.0,119.0,570.16,162.46,407.7
2013,4,111,Chicago,Robin Norell,D,0.0,0.0,0.0,167.98,-167.98
2013,4,112,St. Louis,Zach Pochiro,C,0.0,0.0,0.0,255.72,-255.72
2013,4,113,Edmonton,Aidan Muir,L,0.0,0.0,0.0,102.82,-102.82
2013,4,114,Winnipeg,Jan Kostalek,D,0.0,0.0,0.0,154.84,-154.84
2013,4,115,Vancouver,Jordan Subban,D,0.0,0.0,0.0,56.34,-56.34
2013,4,116,Montreal,Martin Reway,L,0.0,0.0,0.0,91.68,-91.68
2013,4,118,Los Angeles,Hudson Fasching,R,175.0,40.0,266.6,72.9,193.7
2013,4,119,Pittsburgh,Ryan Segalla,D,0.0,0.0,0.0,84.34,-84.34
2013,4,120,Boston,Ryan Fitzgerald,C,0.0,0.0,0.0,171.69,-171.69
2013,4,121,Chicago,Tyler Motte,C,455.0,99.0,533.38,237.82,295.56
2013,5,122,Florida,Christopher Clapperton,L,0.0,0.0,0.0,98.64,-98.64
2013,5,123,Colorado,Will Butcher,D,275.0,114.0,536.06,97.12,438.94
2013,5,125,Nashville,Saku Maenalanen,R,98.0,18.0,139.22,98.24,40.98
2013,5,126,Carolina,Brent Pedersen,L,0.0,0.0,0.0,98.64,-98.64
2013,5,127,Winnipeg,Tucker Poolman,D,163.0,23.0,215.67,98.03,117.64
2013,5,128,Edmonton,Evan Campbell,L,0.0,0.0,0.0,98.64,-98.64
2013,5,130,Buffalo,Gustav Possler,R,0.0,0.0,0.0,98.64,-98.64
2013,5,131,Dallas,Cole Ully,L,0.0,0.0,0.0,98.64,-98.64
2013,5,132,Philadelphia,Terrance Amorosa,D,0.0,0.0,0.0,98.64,-98.64
2013,5,133,Arizona,Connor Clifton,D,430.0,83.0,513.36,97.18,416.18
2013,5,134,Chicago,Luke Johnson,C,32.0,2.0,36.58,98.54,-61.96
2013,5,135,Calgary,Eric Roy,D,0.0,0.0,0.0,98.64,-98.64
2013,5,136,NY Islanders,Viktor Crus-Rydberg,C,0.0,0.0,0.0,98.64,-98.64
2013,5,137,Minnesota,Carson Soucy,D,437.0,99.0,540.69,97.1,443.59
2013,5,138,Ottawa,Vincent Dunn,C,0.0,0.0,0.0,98.64,-98.64
2013,5,139,Detroit,Mitch Wheaton,D,0.0,0.0,0.0,98.64,-98.64
2013,5,140,Nashville,Teemu Kivihalme,D,0.0,0.0,0.0,98.64,-98.64
2013,5,141,San Jose,Michael Brodzinski,D,0.0,0.0,0.0,98.64,-98.64
2013,5,142,Toronto,Fabrice Herzog,R,0.0,0.0,0.0,98.64,-98.64
2013,5,143,Buffalo,Anthony Florentino,D,0.0,0.0,0.0,98.64,-98.64
2013,5,144,Washington,Blake Heinrich,D,0.0,0.0,0.0,98.64,-98.64
2013,5,145,Vancouver,Anton Cederholm,D,0.0,0.0,0.0,98.64,-98.64
2013,5,147,Anaheim,Grant Besse,L,0.0,0.0,0.0,98.64,-98.64
2013,5,148,Los Angeles,Jonny Brodzinski,C,260.0,70.0,420.3,97.45,322.85
2013,5,149,Dallas,Matej Paulovic,R,0.0,0.0,0.0,98.64,-98.64
2013,5,150,Boston,Wiley Sherman,D,0.0,0.0,0.0,98.64,-98.64
2013,5,151,San Jose,Gage Ausmus,D,0.0,0.0,0.0,98.64,-98.64
2013,6,152,Florida,Josh Brown,D,300.0,35.0,380.15,82.34,297.81
2013,6,153,Colorado,Ben Storm,D,0.0,0.0,0.0,83.45,-83.45
2013,6,154,Tampa Bay,Henri Ikonen,L,0.0,0.0,0.0,83.45,-83.45
2013,6,155,Nashville,Emil Pettersson,C,0.0,0.0,0.0,83.45,-83.45
2013,6,156,Carolina,Tyler Ganly,D,0.0,0.0,0.0,83.45,-83.45
2013,6,157,Calgary,Tim Harrison,R,0.0,0.0,0.0,83.45,-83.45
2013,6,158,Edmonton,Ben Betker,D,0.0,0.0,0.0,83.45,-83.45
2013,6,159,Buffalo,Sean Malone,C,2.0,1.0,4.29,83.44,-79.15
2013,6,160,New Jersey,Myles Bell,R,0.0,0.0,0.0,83.45,-83.45
2013,6,161,Ottawa,Chris Leblanc,F,0.0,0.0,0.0,83.45,-83.45
2013,6,164,Pittsburgh,Dane Birks,D,0.0,0.0,0.0,83.45,-83.45
2013,6,165,Columbus,Markus Soberg,R,0.0,0.0,0.0,83.45,-83.45
2013,6,166,NY Islanders,Alan Quine,C,106.0,28.0,170.12,82.95,87.17
2013,6,167,Minnesota,Avery Peterson,C,0.0,0.0,0.0,83.45,-83.45
2013,6,168,Ottawa,Quentin Shore,C,0.0,0.0,0.0,83.45,-83.45
2013,6,169,Detroit,Marc McNulty,D,0.0,0.0,0.0,83.45,-83.45
2013,6,171,Nashville,Tommy Veilleux,L,0.0,0.0,0.0,83.45,-83.45
2013,6,173,St. Louis,Santeri Saari,D,0.0,0.0,0.0,83.45,-83.45
2013,6,174,Washington,Brian Pinho,C,2.0,0.0,2.0,83.45,-81.45
2013,6,175,Vancouver,Mike Williamson,D,0.0,0.0,0.0,83.45,-83.45
2013,6,176,Montreal,Jeremy Gregoire,C,0.0,0.0,0.0,83.45,-83.45
2013,6,177,Anaheim,Miro Aaltonen,C,0.0,0.0,0.0,83.45,-83.45
2013,6,178,Los Angeles,Zac Leslie,D,0.0,0.0,0.0,83.45,-83.45
2013,6,179,Pittsburgh,Blaine Byron,C,0.0,0.0,0.0,83.45,-83.45
2013,6,180,Boston,Anton Blidh,L,89.0,13.0,118.77,83.1,35.67
2013,6,181,Chicago,Anthony Louis,C,0.0,0.0,0.0,83.45,-83.45
2013,7,182,Dallas,Aleksi Makela,D,0.0,0.0,0.0,60.62,-60.62
2013,7,183,Colorado,Wilhelm Westlund,D,0.0,0.0,0.0,60.62,-60.62
2013,7,184,Tampa Bay,Saku Salminen,F,0.0,0.0,0.0,60.62,-60.62
2013,7,185,Nashville,Wade Murphy,F,0.0,0.0,0.0,60.62,-60.62
2013,7,186,Tampa Bay,Joel Vermin,R,24.0,4.0,33.16,60.52,-27.36
2013,7,187,Calgary,Rushan Rafikov,D,0.0,0.0,0.0,60.62,-60.62
2013,7,188,Edmonton,Greg Chase,L,0.0,0.0,0.0,60.62,-60.62
2013,7,189,Buffalo,Eric Locke,C,0.0,0.0,0.0,60.62,-60.62
2013,7,190,Winnipeg,Brenden Kichton,D,0.0,0.0,0.0,60.62,-60.62
2013,7,191,Los Angeles,Dominik Kubalik,L,357.0,176.0,757.91,58.48,699.43
2013,7,192,Philadelphia,David Drake,D,0.0,0.0,0.0,60.62,-60.62
2013,7,193,Arizona,Jedd Soleway,C,0.0,0.0,0.0,60.62,-60.62
2013,7,194,Winnipeg,Marcus Karlstrom,D,0.0,0.0,0.0,60.62,-60.62
2013,7,195,Columbus,Peter Quenneville,R,0.0,0.0,0.0,60.62,-60.62
2013,7,196,NY Islanders,Kyle Burroughs,D,201.0,22.0,251.38,59.91,191.47
2013,7,197,Minnesota,Nolan De Jong,D,0.0,0.0,0.0,60.62,-60.62
2013,7,198,Calgary,John Gilmour,D,37.0,5.0,48.45,60.48,-12.03
2013,7,199,Detroit,Hampus Melen,R,0.0,0.0,0.0,60.62,-60.62
2013,7,201,San Jose,Jake Jackson,C,0.0,0.0,0.0,60.62,-60.62
2013,7,202,Toronto,Andreas Johnsson,R,259.0,116.0,524.64,59.14,465.5
2013,7,204,Washington,Tyler Lewington,D,12.0,3.0,18.87,60.57,-41.7
2013,7,205,Vancouver,Miles Liberati,D,0.0,0.0,0.0,60.62,-60.62
2013,7,206,Florida,MacKenzie Weegar,D,623.0,276.0,717.17,58.59,658.58
2013,7,207,San Jose,Emil Galimov,L,0.0,0.0,0.0,60.62,-60.62
2013,7,209,Pittsburgh,Troy Josephs,C,0.0,0.0,0.0,60.62,-60.62
2013,7,210,Boston,Mitchell Dempsey,L,0.0,0.0,0.0,60.62,-60.62
2013,7,211,Chicago,Robin Press,D,0.0,0.0,0.0,60.62,-60.62
2014,1,1,Florida,Aaron Ekblad,D,804.0,406.0,767.68,1114.6,-346.93
2014,1,2,Buffalo,Sam Reinhart,C,839.0,680.0,1016.74,881.43,135.31
2014,1,3,Edmonton,Leon Draisaitl,C,855.0,1053.0,1360.03,821.35,538.68
2014,1,4,Calgary,Sam Bennett,C,764.0,394.0,776.42,790.75,-14.33
2014,1,5,NY Islanders,Michael Dal Colle,L,112.0,21.0,160.09,732.68,-572.59
2014,1,6,Vancouver,Jake Virtanen,R,317.0,100.0,546.0,730.87,-184.87
2014,1,7,Carolina,Haydn Fleury,D,340.0,46.0,445.34,770.12,-324.78
2014,1,8,Toronto,William Nylander,R,745.0,685.0,1105.58,552.8,552.78
2014,1,9,Winnipeg,Nikolaj Ehlers,L,750.0,584.0,990.8,724.82,265.98
2014,1,10,Anaheim,Nick Ritchie,L,481.0,186.0,671.25,560.46,110.79
2014,1,11,Nashville,Kevin Fiala,L,707.0,528.0,964.84,532.35,432.49
2014,1,12,Arizona,Brendan Perlini,L,262.0,81.0,447.49,633.25,-185.76
2014,1,13,Washington,Jakub Vrana,L,406.0,223.0,803.78,474.76,329.02
2014,1,14,Dallas,Julius Honka,D,87.0,13.0,116.77,568.83,-452.06
2014,1,15,Detroit,Dylan Larkin,C,803.0,634.0,999.66,490.24,509.42
2014,1,16,Columbus,Sonny Milano,L,344.0,145.0,676.05,559.22,116.83
2014,1,17,Philadelphia,Travis Sanheim,D,655.0,248.0,664.67,533.67,131.0
2014,1,18,Minnesota,Alex Tuch,R,610.0,443.0,948.05,432.79,515.26
2014,1,19,Tampa Bay,Tony DeAngelo,D,478.0,262.0,802.85,413.33,389.52
2014,1,20,Chicago,Nick Schmaltz,C,664.0,491.0,958.84,475.78,483.06
2014,1,21,St. Louis,Robby Fabbri,C,461.0,220.0,745.05,440.08,304.97
2014,1,22,Pittsburgh,Kasperi Kapanen,R,563.0,238.0,700.63,441.82,258.81
2014,1,23,Colorado,Conner Bleackley,C,0.0,0.0,0.0,399.87,-399.87
2014,1,24,Vancouver,Jared McCann,L,716.0,435.0,851.29,468.21,383.08
2014,1,25,Boston,David Pastrnak,R,828.0,929.0,1270.68,316.07,954.61
2014,1,26,Montreal,Nikita Scherbak,R,37.0,8.0,55.32,670.01,-614.69
2014,1,27,San Jose,Nikolay Goldobin,R,125.0,46.0,230.34,364.18,-133.84
2014,1,28,NY Islanders,Josh Ho-Sang,R,53.0,24.0,107.96,327.67,-219.71
2014,1,29,Los Angeles,Adrian Kempe,R,705.0,470.0,899.49,274.25,625.24
2014,1,30,New Jersey,John Quenneville,C,42.0,5.0,53.45,457.63,-404.18
2014,2,31,Buffalo,Brendan Lemieux,L,307.0,74.0,476.46,133.64,342.82
2014,2,32,Florida,Jayce Hawryluk,R,98.0,27.0,159.83,151.49,8.34
2014,2,33,St. Louis,Ivan Barbashev,L,662.0,348.0,784.56,273.02,511.54
2014,2,35,Tampa Bay,Dominik Masin,D,0.0,0.0,0.0,359.41,-359.41
2014,2,38,Anaheim,Marcus Pettersson,D,598.0,179.0,600.03,285.77,314.26
2014,2,40,Ottawa,Andreas Englund,D,200.0,20.0,245.8,79.54,166.26
2014,2,41,New Jersey,Joshua Jacobs,D,3.0,0.0,3.0,211.19,-208.19
2014,2,42,Nashville,Vladislav Kamenev,C,66.0,13.0,95.77,317.29,-221.52
2014,2,43,Arizona,Ryan MacInnis,C,27.0,1.0,29.29,326.99,-297.7
2014,2,44,Buffalo,Eric Cornel,R,0.0,0.0,0.0,310.45,-310.45
2014,2,45,Dallas,Brett Pollock,L,0.0,0.0,0.0,325.37,-325.37
2014,2,46,San Jose,Julius Bergman,D,0.0,0.0,0.0,200.65,-200.65
2014,2,47,Columbus,Ryan Collins,D,0.0,0.0,0.0,347.17,-347.17
2014,2,48,Philadelphia,Nicolas Aube-Kubel,R,308.0,81.0,493.49,40.34,453.15
2014,2,49,Buffalo,Vaclav Karabacek,R,0.0,0.0,0.0,281.71,-281.71
2014,2,50,Los Angeles,Roland McKeown,D,16.0,3.0,22.87,220.76,-197.89
2014,2,51,Nashville,Jack Dougherty,D,0.0,0.0,0.0,261.75,-261.75
2014,2,52,St. Louis,Maxim Letunov,F,3.0,1.0,5.29,208.07,-202.78
2014,2,53,San Jose,Noah Rod,L,0.0,0.0,0.0,281.25,-281.25
2014,2,54,Calgary,Hunter Smith,R,0.0,0.0,0.0,256.36,-256.36
2014,2,55,Anaheim,Brandon Montour,D,658.0,324.0,757.43,412.84,344.59
2014,2,56,Boston,Ryan Donato,C,560.0,255.0,727.23,193.32,533.91
2014,2,57,Tampa Bay,Johnathan MacLeod,D,0.0,0.0,0.0,232.7,-232.7
2014,2,58,Arizona,Christian Dvorak,C,609.0,296.0,752.24,427.19,325.05
2014,2,60,Los Angeles,Alex Lintuniemi,D,0.0,0.0,0.0,264.35,-264.35
2014,3,62,Nashville,Justin Kirkland,C,50.0,10.0,72.9,164.38,-91.48
2014,3,63,Detroit,Dominic Turgeon,C,9.0,0.0,9.0,184.98,-175.98
2014,3,64,Calgary,Brandon Hickey,D,0.0,0.0,0.0,173.7,-173.7
2014,3,65,Florida,Juho Lammikko,C,183.0,28.0,247.12,146.07,101.05
2014,3,66,Vancouver,Nikita Tryamkin,D,79.0,11.0,104.19,323.29,-219.1
2014,3,67,Carolina,Warren Foegele,L,575.0,225.0,675.01,194.54,480.47
2014,3,68,Toronto,Rinat Valiev,D,12.0,0.0,12.0,87.6,-75.6
2014,3,69,Winnipeg,Jack Glover,D,0.0,0.0,0.0,258.45,-258.45
2014,3,70,Ottawa,Miles Gendron,D,0.0,0.0,0.0,55.14,-55.14
2014,3,71,New Jersey,Connor Chatham,R,0.0,0.0,0.0,207.72,-207.72
2014,3,72,San Jose,Alex Schoenborn,R,0.0,0.0,0.0,187.62,-187.62
2014,3,73,Montreal,Brett Lernout,D,21.0,1.0,23.29,68.89,-45.6
2014,3,74,Buffalo,Brycen Martin,D,0.0,0.0,0.0,127.04,-127.04
2014,3,75,Dallas,Alex Peters,D,0.0,0.0,0.0,243.26,-243.26
2014,3,77,Columbus,Blake Siebenaler,D,0.0,0.0,0.0,321.95,-321.95
2014,3,79,Tampa Bay,Brayden Point,C,715.0,682.0,1133.61,190.33,943.28
2014,3,80,Minnesota,Louie Belpedio,D,16.0,6.0,29.74,196.47,-166.73
2014,3,81,San Jose,Dylan Sadowy,L,0.0,0.0,0.0,69.86,-69.86
2014,3,82,St. Louis,Jake Walman,D,315.0,111.0,569.19,185.65,383.54
2014,3,83,Chicago,Matteson Iacopelli,F,0.0,0.0,0.0,74.99,-74.99
2014,3,84,Colorado,Kyle Wood,D,0.0,0.0,0.0,75.03,-75.03
2014,3,85,NY Rangers,Keegan Iverson,C,0.0,0.0,0.0,266.81,-266.81
2014,3,86,Philadelphia,Mark Friedman,D,93.0,13.0,122.77,186.61,-63.84
2014,3,87,Arizona,Anton Karlsson,L,0.0,0.0,0.0,26.31,-26.31
2014,3,88,Chicago,Beau Starrett,F,0.0,0.0,0.0,71.24,-71.24
2014,3,89,Washington,Nathan Walker,L,272.0,67.0,425.43,135.25,290.18
2014,3,90,Los Angeles,Mike Amadio,R,517.0,171.0,625.64,56.75,568.89
2014,4,91,Edmonton,William Lagesson,D,107.0,12.0,134.48,46.54,87.94
2014,4,92,Florida,Joe Wegwerth,L,0.0,0.0,0.0,133.62,-133.62
2014,4,93,Colorado,Nick Magyar,R,0.0,0.0,0.0,108.48,-108.48
2014,4,96,Carolina,Josh Wesley,D,0.0,0.0,0.0,233.28,-233.28
2014,4,97,Carolina,Lucas Wallmark,C,187.0,59.0,322.11,83.54,238.57
2014,4,98,Chicago,Fredrik Olofsson,L,85.0,13.0,114.77,122.27,-7.5
2014,4,99,Winnipeg,Chase De Leo,L,7.0,0.0,7.0,189.68,-182.68
2014,4,100,Ottawa,Shane Eiserman,F,0.0,0.0,0.0,128.5,-128.5
2014,4,101,Winnipeg,Nelson Nogier,D,11.0,0.0,11.0,146.03,-135.03
2014,4,102,San Jose,Alexis Vanier,D,0.0,0.0,0.0,139.04,-139.04
2014,4,103,Toronto,J.J. Piccinich,R,0.0,0.0,0.0,55.35,-55.35
2014,4,104,NY Rangers,Ryan Mantha,D,0.0,0.0,0.0,282.17,-282.17
2014,4,105,Dallas,Michael Prapavessis,D,0.0,0.0,0.0,156.76,-156.76
2014,4,106,Detroit,Christoffer Ehn,C,114.0,13.0,143.77,243.77,-100.0
2014,4,107,Columbus,Julien Pelletier,L,0.0,0.0,0.0,71.46,-71.46
2014,4,108,NY Islanders,Devon Toews,D,535.0,300.0,813.14,71.11,742.03
2014,4,110,St. Louis,Austin Poganski,R,22.0,0.0,22.0,217.28,-195.28
2014,4,112,Nashville,Viktor Arvidsson,L,678.0,440.0,885.06,167.22,717.84
2014,4,113,Pittsburgh,Sam Lafferty,C,376.0,92.0,555.47,47.27,508.2
2014,4,114,Colorado,Alexis Pepin,L,0.0,0.0,0.0,154.84,-154.84
2014,4,116,Boston,Danton Heinen,L,607.0,249.0,690.42,28.92,661.5
2014,4,117,Arizona,Michael Bunting,L,416.0,252.0,849.85,166.25,683.6
2014,4,119,Tampa Bay,Ben Thomas,D,5.0,0.0,5.0,83.89,-78.89
2014,4,120,Los Angeles,Steven Johnson,D,0.0,0.0,0.0,171.69,-171.69
2014,5,121,Buffalo,Max Willman,C,68.0,10.0,90.9,98.38,-7.48
2014,5,122,NY Rangers,Richard Nejezchleb,R,0.0,0.0,0.0,98.64,-98.64
2014,5,123,Anaheim,Matthew Berkovitz,D,0.0,0.0,0.0,98.64,-98.64
2014,5,124,St. Louis,Jaedon Descheneau,R,0.0,0.0,0.0,98.64,-98.64
2014,5,125,Montreal,Nikolas Koberstein,D,0.0,0.0,0.0,98.64,-98.64
2014,5,126,Vancouver,Gustav Forsling,D,552.0,218.0,677.96,96.71,581.25
2014,5,127,Carolina,Clark Bishop,C,53.0,9.0,73.61,98.43,-24.82
2014,5,128,Toronto,Dakota Joshua,C,295.0,96.0,514.84,97.18,417.66
2014,5,129,Winnipeg,C.J. Suess,L,5.0,0.0,5.0,98.63,-93.63
2014,5,130,Edmonton,Liam Coughlin,F,0.0,0.0,0.0,98.64,-98.64
2014,5,131,New Jersey,Ryan Rehill,D,0.0,0.0,0.0,98.64,-98.64
2014,5,132,Nashville,Joonas Lyytinen,D,0.0,0.0,0.0,98.64,-98.64
2014,5,133,Arizona,Dysin Mayo,D,85.0,13.0,114.77,98.31,16.46
2014,5,134,Washington,Shane Gersich,L,3.0,1.0,5.29,98.62,-93.33
2014,5,135,Dallas,Miro Karjalainen,D,0.0,0.0,0.0,98.64,-98.64
2014,5,137,Columbus,Tyler Bird,R,0.0,0.0,0.0,98.64,-98.64
2014,5,138,Philadelphia,Oskar Lindblom,L,337.0,112.0,593.48,96.95,496.53
2014,5,139,Minnesota,Tanner Faith,D,0.0,0.0,0.0,98.64,-98.64
2014,5,140,NY Rangers,Daniel Walcott,L,1.0,0.0,1.0,98.64,-97.64
2014,5,141,Chicago,Luc Snuggerud,D,0.0,0.0,0.0,98.64,-98.64
2014,5,142,NY Rangers,Tyler Nanne,D,0.0,0.0,0.0,98.64,-98.64
2014,5,143,Florida,Miguel Fidler,L,0.0,0.0,0.0,98.64,-98.64
2014,5,144,Colorado,Anton Lindholm,D,66.0,5.0,77.45,98.42,-20.97
2014,5,145,Pittsburgh,Anthony Angello,C,31.0,5.0,42.45,98.52,-56.07
2014,5,146,Boston,Anders Bjork,L,225.0,61.0,364.69,97.6,267.09
2014,5,147,Montreal,Daniel Audette,C,0.0,0.0,0.0,98.64,-98.64
2014,5,148,Chicago,Andreas Soderberg,D,0.0,0.0,0.0,98.64,-98.64
2014,5,149,San Jose,Rourke Chartier,C,56.0,4.0,65.16,98.45,-33.29
2014,6,151,Buffalo,Christopher Brown,F,0.0,0.0,0.0,83.45,-83.45
2014,6,152,New Jersey,J.D. Dudek,F,0.0,0.0,0.0,83.45,-83.45
2014,6,153,Edmonton,Tyler Vesel,R,0.0,0.0,0.0,83.45,-83.45
2014,6,154,Dallas,Aaron Haydon,D,0.0,0.0,0.0,83.45,-83.45
2014,6,155,NY Islanders,Kyle Schempp,F,0.0,0.0,0.0,83.45,-83.45
2014,6,156,Vancouver,Kyle Pettit,C,0.0,0.0,0.0,83.45,-83.45
2014,6,157,Los Angeles,Jake Marchment,C,0.0,0.0,0.0,83.45,-83.45
2014,6,158,Toronto,Nolan Vesey,F,0.0,0.0,0.0,83.45,-83.45
2014,6,159,Washington,Steven Spinner,F,0.0,0.0,0.0,83.45,-83.45
2014,6,160,Minnesota,Pontus Sjalin,D,0.0,0.0,0.0,83.45,-83.45
2014,6,161,New Jersey,Brandon Baddock,L,1.0,0.0,1.0,83.45,-82.45
2014,6,162,Nashville,Aaron Irving,D,0.0,0.0,0.0,83.45,-83.45
2014,6,163,Arizona,David Westlund,D,0.0,0.0,0.0,83.45,-83.45
2014,6,164,Winnipeg,Pavel Kraskovsky,C,0.0,0.0,0.0,83.45,-83.45
2014,6,165,Dallas,John Nyberg,D,0.0,0.0,0.0,83.45,-83.45
2014,6,166,Detroit,Julius Vahatalo,F,0.0,0.0,0.0,83.45,-83.45
2014,6,167,Minnesota,Chase Lang,R,0.0,0.0,0.0,83.45,-83.45
2014,6,168,Philadelphia,Radel Fazleev,C,0.0,0.0,0.0,83.45,-83.45
2014,6,169,Minnesota,Reid Duke,C,0.0,0.0,0.0,83.45,-83.45
2014,6,170,Tampa Bay,Cristiano DiGiacinto,L,0.0,0.0,0.0,83.45,-83.45
2014,6,171,San Jose,Kevin Labanc,R,512.0,237.0,733.37,81.3,652.07
2014,6,172,St. Louis,Chandler Yakimowicz,R,0.0,0.0,0.0,83.45,-83.45
2014,6,173,Pittsburgh,Jaden Lindo,R,0.0,0.0,0.0,83.45,-83.45
2014,6,175,Calgary,Adam Ollas Mattsson,D,0.0,0.0,0.0,83.45,-83.45
2014,6,176,St. Louis,Sammy Blais,L,278.0,79.0,458.91,82.11,376.8
2014,6,178,Chicago,Dylan Sikura,R,58.0,17.0,96.93,83.17,13.76
2014,6,180,Los Angeles,Matthew Mistele,L,0.0,0.0,0.0,83.45,-83.45
2014,7,181,Buffalo,Victor Olofsson,L,444.0,242.0,800.34,58.36,741.98
2014,7,184,Calgary,Austin Carroll,R,0.0,0.0,0.0,60.62,-60.62
2014,7,185,Tampa Bay,Cameron Darcy,C,0.0,0.0,0.0,60.62,-60.62
2014,7,186,Vancouver,Mackenze Stewart,D,0.0,0.0,0.0,60.62,-60.62
2014,7,187,Carolina,Kyle Jenkins,D,0.0,0.0,0.0,60.62,-60.62
2014,7,188,Toronto,Pierre Engvall,L,380.0,135.0,645.62,58.79,586.83
2014,7,189,Ottawa,Kelly Summers,D,0.0,0.0,0.0,60.62,-60.62
2014,7,190,Ottawa,Francis Perron,L,0.0,0.0,0.0,60.62,-60.62
2014,7,191,Arizona,Jared Fiegl,F,0.0,0.0,0.0,60.62,-60.62
2014,7,192,Winnipeg,Matt Ustaski,F,0.0,0.0,0.0,60.62,-60.62
2014,7,193,Arizona,Edgars Kulda,L,0.0,0.0,0.0,60.62,-60.62
