draft_year,round,pick_number,team,player_name,position,games_played,points,performance_score,expected_performance,draft_value
2011,4,121,Boston,Brian Ferlin,R,7.0,1.0,9.29,296.06,-286.77
2011,5,122,Edmonton,Martin Gernat,D,0.0,0.0,0.0,98.64,-98.64
2011,5,123,Colorado,Garrett Meurs,R,0.0,0.0,0.0,98.64,-98.64
2011,5,124,Florida,Yaroslav Kosov,L,0.0,0.0,0.0,98.64,-98.64
2011,5,125,NY Islanders,John Persson,L,10.0,1.0,12.29,98.61,-86.32
2011,5,126,Ottawa,Fredrik Claesson,D,170.0,28.0,234.12,97.97,136.15
2011,5,127,NY Islanders,Brenden Kichton,D,0.0,0.0,0.0,98.64,-98.64
2011,5,128,Columbus,Seth Ambroz,F,0.0,0.0,0.0,98.64,-98.64
2011,5,129,New Jersey,Blake Pietila,L,38.0,4.0,47.16,98.51,-51.35
2011,5,130,Toronto,Tony Cameranesi,C,0.0,0.0,0.0,98.64,-98.64
2011,5,131,Minnesota,Nick Seeler,D,447.0,70.0,483.67,97.27,386.4
2011,5,133,San Jose,Sean Kuraly,C,639.0,170.0,572.89,97.01,475.88
2011,5,134,NY Rangers,Shane McColgan,C,0.0,0.0,0.0,98.64,-98.64
2011,5,135,Dallas,Troy Vance,D,0.0,0.0,0.0,98.64,-98.64
2011,5,136,NY Rangers,Samuel Noreau,D,0.0,0.0,0.0,98.64,-98.64
2011,5,137,Buffalo,Alex Lepkowski,D,0.0,0.0,0.0,98.64,-98.64
2011,5,138,Montreal,Darren Dietz,D,13.0,5.0,24.45,98.57,-74.12
2011,5,139,Chicago,Andrew Shaw,R,544.0,247.0,726.15,96.58,629.57
2011,5,140,Los Angeles,Joel Lowry,L,0.0,0.0,0.0,98.64,-98.64
2011,5,141,Arizona,Darian Dziurzynski,L,0.0,0.0,0.0,98.64,-98.64
2011,5,142,Nashville,Simon Karlsson,D,0.0,0.0,0.0,98.64,-98.64
2011,5,143,Anaheim,Max Friberg,L,6.0,0.0,6.0,98.62,-92.62
2011,5,144,Pittsburgh,Dominik Uher,C,2.0,0.0,2.0,98.63,-96.63
2011,5,145,Detroit,Philippe Hudon,R,0.0,0.0,0.0,98.64,-98.64
2011,5,146,Detroit,Mattias Backman,D,0.0,0.0,0.0,98.64,-98.64
2011,5,147,Washington,Patrick Koudys,D,0.0,0.0,0.0,98.64,-98.64
2011,5,148,Tampa Bay,Nikita Nesterov,D,170.0,37.0,254.73,97.92,156.81
2011,5,149,Winnipeg,Austen Brassard,R,0.0,0.0,0.0,98.64,-98.64
2011,5,150,Vancouver,Frankie Corrado,D,76.0,8.0,94.32,98.37,-4.05
2011,5,151,Boston,Rob O'Gara,D,33.0,3.0,39.87,98.53,-58.66
2011,6,152,Toronto,David Broll,L,5.0,1.0,7.29,83.43,-76.14
2011,6,153,Colorado,Gabriel Beaupre,D,0.0,0.0,0.0,83.45,-83.45
2011,6,154,Florida,Eddie Wittchow,D,0.0,0.0,0.0,83.45,-83.45
2011,6,155,Arizona,Andrew Fritsch,R,0.0,0.0,0.0,83.45,-83.45
2011,6,156,Ottawa,Darren Kramer,L,0.0,0.0,0.0,83.45,-83.45
2011,6,158,Columbus,Lukas Sedlak,C,192.0,35.0,272.15,82.65,189.5
2011,6,159,New Jersey,Reece Scarlett,D,0.0,0.0,0.0,83.45,-83.45
2011,6,160,Anaheim,Josh Manson,D,701.0,201.0,589.76,81.72,508.04
2011,6,162,St. Louis,Ryan Tesink,L,0.0,0.0,0.0,83.45,-83.45
2011,6,165,Dallas,Matej Stransky,R,0.0,0.0,0.0,83.45,-83.45
2011,6,166,San Jose,Daniil Sobchenko,F,0.0,0.0,0.0,83.45,-83.45
2011,6,168,Montreal,Daniel Pribyl,C,0.0,0.0,0.0,83.45,-83.45
2011,6,169,Chicago,Sam Jardine,D,0.0,0.0,0.0,83.45,-83.45
2011,6,170,Nashville,Chase Balisy,C,8.0,0.0,8.0,83.43,-75.43
2011,6,171,Ottawa,Max McCormick,L,94.0,13.0,123.77,83.09,40.68
2011,6,172,NY Rangers,Peter Ceresnak,D,0.0,0.0,0.0,83.45,-83.45
2011,6,173,Toronto,Dennis Robertson,D,0.0,0.0,0.0,83.45,-83.45
2011,6,174,Pittsburgh,Josh Archibald,R,305.0,83.0,495.07,82.0,413.07
2011,6,175,Detroit,Richard Nedomlel,D,0.0,0.0,0.0,83.45,-83.45
2011,6,176,Philadelphia,Petr Placek,R,0.0,0.0,0.0,83.45,-83.45
2011,6,177,Washington,Travis Boyd,C,299.0,118.0,569.22,81.78,487.44
2011,6,179,San Jose,Dylan DeMelo,D,712.0,182.0,564.39,81.8,482.59
2011,6,180,Vancouver,Pathrik Westerholm,C,0.0,0.0,0.0,83.45,-83.45
2011,7,183,Colorado,Dillon Donnelly,D,0.0,0.0,0.0,60.62,-60.62
2011,7,184,Florida,Iiro Pakarinen,R,134.0,23.0,186.67,60.09,126.58
2011,7,185,NY Islanders,Mitchell Theoret,L,0.0,0.0,0.0,60.62,-60.62
2011,7,186,Ottawa,Jordan Fransoo,D,0.0,0.0,0.0,60.62,-60.62
2011,7,187,Winnipeg,Aaron Harstad,D,0.0,0.0,0.0,60.62,-60.62
2011,7,189,New Jersey,Patrick Daly,D,0.0,0.0,0.0,60.62,-60.62
2011,7,191,Minnesota,Tyler Graovac,C,84.0,15.0,118.35,60.28,58.07
2011,7,192,St. Louis,Teemu Eronen,D,0.0,0.0,0.0,60.62,-60.62
2011,7,193,Carolina,Brody Sutter,R,12.0,0.0,12.0,60.58,-48.58
2011,7,194,San Jose,Colin Blackwell,C,364.0,104.0,588.93,58.95,529.98
2011,7,195,Dallas,Jyrki Jokipakka,D,150.0,28.0,214.12,60.01,154.11
2011,7,196,Arizona,Zac Larraza,F,0.0,0.0,0.0,60.62,-60.62
2011,7,197,Buffalo,Brad Navin,F,0.0,0.0,0.0,60.62,-60.62
2011,7,198,Montreal,Colin Sullivan,D,0.0,0.0,0.0,60.62,-60.62
2011,7,199,Chicago,Alex Broadhurst,C,2.0,0.0,2.0,60.61,-58.61
2011,7,200,Los Angeles,Michael Schumacher,L,0.0,0.0,0.0,60.62,-60.62
2011,7,201,Tampa Bay,Matthew Peca,C,83.0,21.0,131.09,60.25,70.84
2011,7,202,Nashville,Brent Andrews,C,0.0,0.0,0.0,60.62,-60.62
2011,7,203,Toronto,Max Everson,D,0.0,0.0,0.0,60.62,-60.62
2011,7,204,Ottawa,Ryan Dzingel,C,404.0,188.0,735.37,58.54,676.83
2011,7,205,Detroit,Alexey Marchenko,D,121.0,21.0,169.09,60.14,108.95
2011,7,206,Philadelphia,Derek Mathers,R,0.0,0.0,0.0,60.62,-60.62
2011,7,207,Washington,Garrett Haar,D,0.0,0.0,0.0,60.62,-60.62
2011,7,208,Tampa Bay,Ondrej Palat,L,902.0,519.0,825.08,58.29,766.79
2011,7,209,Pittsburgh,Scott Wilson,C,193.0,51.0,309.79,59.74,250.05
2011,7,210,Vancouver,Henrik Tommernes,D,0.0,0.0,0.0,60.62,-60.62
2012,1,1,Edmonton,Nail Yakupov,R,350.0,136.0,661.44,1123.46,-462.02
2012,1,2,Columbus,Ryan Murray,D,445.0,131.0,595.99,916.49,-320.5
2012,1,3,Montreal,Alex Galchenyuk,C,654.0,354.0,797.28,868.24,-70.96
2012,1,4,NY Islanders,Griffin Reinhart,D,37.0,2.0,41.58,851.99,-810.41
2012,1,5,Toronto,Morgan Rielly,D,946.0,548.0,828.25,671.93,156.32
2012,1,6,Anaheim,Hampus Lindholm,D,825.0,337.0,689.01,718.95,-29.94
2012,1,7,Minnesota,Matt Dumba,D,748.0,261.0,640.46,753.86,-113.4
2012,1,8,Pittsburgh,Derrick Pouliot,D,226.0,54.0,349.66,615.79,-266.13
2012,1,9,Winnipeg,Jacob Trouba,D,901.0,357.0,679.02,750.8,-71.78
2012,1,10,Tampa Bay,Slater Koekkoek,D,186.0,34.0,263.86,594.41,-330.55
2012,1,11,Washington,Filip Forsberg,L,856.0,752.0,1072.19,521.61,550.58
2012,1,12,Buffalo,Mikhail Grigorenko,C,249.0,76.0,423.04,635.28,-212.24
2012,1,13,Dallas,Radek Faksa,C,764.0,232.0,603.56,491.44,112.12
2012,1,14,Buffalo,Zemgus Girgensons,C,839.0,212.0,562.0,531.73,30.27
2012,1,15,Ottawa,Cody Ceci,D,947.0,244.0,566.05,529.66,36.39
2012,1,16,Washington,Tom Wilson,R,902.0,452.0,764.52,551.84,212.68
2012,1,17,San Jose,Tomas Hertl,C,868.0,604.0,923.29,512.12,411.17
2012,1,18,Chicago,Teuvo Teravainen,C,822.0,551.0,902.47,436.93,465.54
2012,1,20,Philadelphia,Scott Laughton,C,739.0,287.0,672.61,499.63,172.98
2012,1,21,Calgary,Mark Jankowski,L,477.0,142.0,598.69,453.39,145.3
2012,1,22,Pittsburgh,Olli Maatta,D,798.0,207.0,567.47,453.93,113.54
2012,1,23,Florida,Mike Matheson,D,700.0,302.0,707.72,335.53,372.19
2012,1,25,St. Louis,Jordan Schmaltz,D,42.0,5.0,53.45,417.51,-364.06
2012,1,26,Vancouver,Brendan Gaunce,C,214.0,35.0,294.15,646.13,-351.98
2012,1,27,Arizona,Henrik Samuelsson,C,3.0,0.0,3.0,384.85,-381.85
2012,1,28,NY Rangers,Brady Skjei,D,767.0,304.0,679.12,280.07,399.05
2012,1,29,New Jersey,Stefan Matteau,C,92.0,11.0,117.19,339.45,-222.26
2012,1,30,Los Angeles,Tanner Pearson,L,776.0,326.0,698.48,398.99,299.49
2012,2,32,Edmonton,Mitch Moroz,L,0.0,0.0,0.0,166.02,-166.02
2012,2,33,Montreal,Sebastian Collberg,R,0.0,0.0,0.0,338.4,-338.4
2012,2,34,NY Islanders,Ville Pokka,D,0.0,0.0,0.0,276.87,-276.87
2012,2,35,Toronto,Matt Finn,D,0.0,0.0,0.0,359.41,-359.41
2012,2,36,Anaheim,Nicolas Kerdiles,L,3.0,0.0,3.0,230.04,-227.04
2012,2,37,Nashville,Pontus Aberg,L,132.0,44.0,232.76,225.04,7.72
2012,2,38,Carolina,Phil Di Giuseppe,L,302.0,81.0,487.49,297.02,190.47
2012,2,39,Winnipeg,Lukas Sutter,C,0.0,0.0,0.0,400.93,-400.93
2012,2,40,Tampa Bay,Dylan Blujus,D,0.0,0.0,0.0,100.03,-100.03
2012,2,41,Colorado,Mitchell Heard,C,0.0,0.0,0.0,211.46,-211.46
2012,2,42,Calgary,Patrick Sieloff,D,2.0,2.0,6.58,325.39,-318.81
2012,2,43,Dallas,Ludwig Bystrom,D,0.0,0.0,0.0,329.43,-329.43
2012,2,44,Buffalo,Jake McCabe,D,718.0,199.0,581.95,257.54,324.41
2012,2,46,Minnesota,Raphael Bussieres,L,0.0,0.0,0.0,200.65,-200.65
2012,2,47,Carolina,Brock McGinn,L,534.0,158.0,597.21,297.4,299.81
2012,2,48,Chicago,Dillon Fournier,D,0.0,0.0,0.0,89.69,-89.69
2012,2,49,Detroit,Martin Frk,R,124.0,41.0,217.89,257.5,-39.61
2012,2,50,Nashville,Colton Sissons,C,751.0,232.0,607.85,172.01,435.84
2012,2,51,Montreal,Dalton Thrower,D,0.0,0.0,0.0,261.75,-261.75
2012,2,52,Pittsburgh,Teddy Blueger,C,447.0,167.0,660.58,153.47,507.11
2012,2,53,Tampa Bay,Brian Hart,R,0.0,0.0,0.0,281.25,-281.25
2012,2,54,Dallas,Mike Winther,C,0.0,0.0,0.0,256.36,-256.36
2012,2,55,San Jose,Chris Tierney,C,649.0,248.0,667.52,421.01,246.51
2012,2,56,St. Louis,Sam Kurker,R,0.0,0.0,0.0,253.92,-253.92
2012,2,57,Vancouver,Alexandre Mallet,C,0.0,0.0,0.0,232.7,-232.7
2012,2,58,Arizona,Jordan Martinook,L,793.0,259.0,622.26,439.0,183.26
2012,2,59,NY Rangers,"Cristoval ""Boo"" Nieves",C,76.0,19.0,119.51,194.85,-75.34
2012,2,60,New Jersey,Damon Severson,D,855.0,348.0,687.82,207.03,480.79
2012,2,61,Dallas,Devin Shore,C,498.0,144.0,591.73,157.8,433.93
2012,3,63,Edmonton,Jujhar Khaira,L,337.0,80.0,520.2,138.51,381.69
2012,3,64,Montreal,Tim Bozon,L,0.0,0.0,0.0,173.7,-173.7
2012,3,65,NY Islanders,Adam Pelech,D,638.0,176.0,580.89,115.72,465.17
2012,3,66,Nashville,Jimmy Vesey,L,626.0,194.0,608.65,281.25,327.4
2012,3,67,St. Louis,Mackenzie MacEachern,L,131.0,24.0,185.96,235.29,-49.33
2012,3,68,Minnesota,John Draeger,D,0.0,0.0,0.0,88.6,-88.6
2012,3,70,Winnipeg,Scott Kosmachuk,R,8.0,3.0,14.87,53.65,-38.78
2012,3,71,Tampa Bay,Tanner Richard,C,3.0,0.0,3.0,207.45,-204.45
2012,3,72,Colorado,Troy Bourke,L,0.0,0.0,0.0,187.62,-187.62
2012,3,73,Buffalo,Justin Kea,C,0.0,0.0,0.0,70.83,-70.83
2012,3,74,Dallas,Esa Lindell,D,761.0,245.0,618.46,70.82,547.64
2012,3,77,Washington,Chandler Stephenson,C,646.0,366.0,817.89,231.07,586.82
2012,3,78,Philadelphia,Shayne Gostisbehere,D,739.0,459.0,862.35,113.58,748.77
2012,3,79,Chicago,Chris Calnan,R,0.0,0.0,0.0,284.79,-284.79
2012,3,81,Pittsburgh,Oskar Sundqvist,C,543.0,179.0,624.74,13.07,611.67
2012,3,82,Ottawa,Jarrod Maidens,C,0.0,0.0,0.0,233.08,-233.08
2012,3,84,Florida,Steven Hodges,C,0.0,0.0,0.0,75.03,-75.03
2012,3,85,Boston,Matt Grzelcyk,D,596.0,187.0,611.79,211.19,400.6
2012,3,86,St. Louis,Colton Parayko,D,793.0,311.0,675.72,125.18,550.54
2012,3,88,Arizona,James Melindy,D,0.0,0.0,0.0,71.24,-71.24
2012,3,89,Nashville,Brendan Leipsic,L,187.0,59.0,322.11,143.86,178.25
2012,3,90,New Jersey,Ben Johnson,L,0.0,0.0,0.0,113.62,-113.62
2012,3,91,Edmonton,Daniil Zharkov,L,0.0,0.0,0.0,59.98,-59.98
2012,4,92,Pittsburgh,Matia Marcantuoni,C,0.0,0.0,0.0,133.62,-133.62
2012,4,93,Edmonton,Erik Gustafsson,D,517.0,240.0,734.45,35.03,699.42
2012,4,94,Montreal,Brady Vail,C,0.0,0.0,0.0,55.6,-55.6
2012,4,95,Columbus,Josh Anderson,R,683.0,272.0,680.66,85.44,595.22
2012,4,96,New Jersey,Ben Thomson,L,3.0,0.0,3.0,232.98,-229.98
2012,4,97,Anaheim,Kevin Roy,L,28.0,7.0,44.03,106.71,-62.68
2012,4,98,Minnesota,Adam Gilmour,C,0.0,0.0,0.0,132.71,-132.71
2012,4,99,Carolina,Erik Karlsson,L,0.0,0.0,0.0,190.38,-190.38
2012,4,100,Washington,Thomas Di Pauli,C,2.0,0.0,2.0,128.34,-126.34
2012,4,101,Tampa Bay,Cedric Paquette,C,448.0,95.0,528.87,102.87,426.0
2012,4,102,Arizona,Rhett Holland,D,0.0,0.0,0.0,139.04,-139.04
2012,4,103,NY Islanders,Loic Leduc,D,0.0,0.0,0.0,55.35,-55.35
2012,4,104,Dallas,Gemel Smith,C,91.0,25.0,148.25,268.69,-120.44
2012,4,105,Calgary,Brett Kulak,D,656.0,136.0,525.01,109.03,415.98
2012,4,106,Ottawa,Tim Boyle,D,0.0,0.0,0.0,259.74,-259.74
2012,4,107,Washington,Austin Wuthrich,F,0.0,0.0,0.0,71.46,-71.46
2012,4,108,Anaheim,Andrew O'Brien,D,0.0,0.0,0.0,145.03,-145.03
2012,4,109,San Jose,Christophe Lalancette,R,0.0,0.0,0.0,86.99,-86.99
2012,4,110,Detroit,Andreas Athanasiou,C,495.0,246.0,761.15,143.36,617.79
2012,4,111,Philadelphia,Fredric Larsson,D,0.0,0.0,0.0,167.98,-167.98
2012,4,112,Nashville,Zachary Stepan,C,0.0,0.0,0.0,255.72,-255.72
2012,4,114,Florida,Alexander Delnov,L,0.0,0.0,0.0,154.84,-154.84
2012,4,115,Carolina,Trevor Carrick,D,7.0,0.0,7.0,55.7,-48.7
2012,4,116,St. Louis,Nick Walters,D,0.0,0.0,0.0,91.68,-91.68
2012,4,117,Philadelphia,Taylor Leier,L,55.0,7.0,71.03,252.79,-181.76
2012,4,118,Nashville,Mikko Vainonen,D,0.0,0.0,0.0,99.56,-99.56
2012,4,119,NY Rangers,Calle Andersson,D,0.0,0.0,0.0,84.34,-84.34
2012,4,120,Carolina,Jaccob Slavin,D,781.0,305.0,674.37,110.38,563.99
2012,4,121,Los Angeles,Nikolay Prokhorkin,L,43.0,14.0,75.06,288.75,-213.69
2012,5,122,Montreal,Charles Hudon,L,134.0,41.0,227.89,97.99,129.9
2012,5,123,Edmonton,Joey Laleggia,D,0.0,0.0,0.0,98.64,-98.64
2012,5,124,Calgary,Ryan Culkin,D,0.0,0.0,0.0,98.64,-98.64
2012,5,125,NY Islanders,Doyle Somerby,D,0.0,0.0,0.0,98.64,-98.64
2012,5,126,Toronto,Dominic Toninato,C,196.0,36.0,278.44,97.85,180.59
2012,5,127,Anaheim,Brian Cooper,D,0.0,0.0,0.0,98.64,-98.64
2012,5,128,Minnesota,Daniel Gunnarsson,D,0.0,0.0,0.0,98.64,-98.64
2012,5,129,Carolina,Brendan Woods,C,7.0,0.0,7.0,98.62,-91.62
2012,5,131,Boston,Seth Griffith,C,80.0,19.0,123.51,98.29,25.22
2012,5,132,Colorado,Michael Clarke,C,0.0,0.0,0.0,98.64,-98.64
2012,5,133,Buffalo,Logan Nelson,C,0.0,0.0,0.0,98.64,-98.64
2012,5,134,Dallas,Branden Troock,R,0.0,0.0,0.0,98.64,-98.64
2012,5,135,New Jersey,Graham Black,C,0.0,0.0,0.0,98.64,-98.64
2012,5,136,Ottawa,Robbie Baillargeon,F,0.0,0.0,0.0,98.64,-98.64
2012,5,137,Washington,Connor Carrick,D,242.0,50.0,356.5,97.63,258.87
2012,5,138,San Jose,Danny O'Regan,C,30.0,6.0,43.74,98.52,-54.78
2012,5,139,Chicago,Garret Ross,L,0.0,0.0,0.0,98.64,-98.64
2012,5,140,Detroit,Mike McKee,D,0.0,0.0,0.0,98.64,-98.64
2012,5,141,Philadelphia,Reece Willcox,D,0.0,0.0,0.0,98.64,-98.64
2012,5,142,NY Rangers,Thomas Spelling,R,0.0,0.0,0.0,98.64,-98.64
2012,5,143,Pittsburgh,Clark Seymour,D,0.0,0.0,0.0,98.64,-98.64
2012,5,145,Boston,Cody Payne,C,0.0,0.0,0.0,98.64,-98.64
2012,5,147,Vancouver,Ben Hutton,D,573.0,139.0,553.76,97.07,456.69
2012,5,148,Arizona,Niklas Tikkinen,D,0.0,0.0,0.0,98.64,-98.64
2012,5,149,Chicago,Travis Brown,D,0.0,0.0,0.0,98.64,-98.64
2012,5,150,New Jersey,Alex Kerfoot,C,633.0,302.0,744.95,96.52,648.43
2012,5,151,Los Angeles,Colin Miller,D,587.0,182.0,608.77,96.91,511.86
2012,6,152,Columbus,Daniel Zaar,R,0.0,0.0,0.0,83.45,-83.45
2012,6,153,Edmonton,John McCarron,F,0.0,0.0,0.0,83.45,-83.45
2012,6,154,Montreal,Erik Nystrom,L,0.0,0.0,0.0,83.45,-83.45
2012,6,155,NY Islanders,Jesse Graham,D,0.0,0.0,0.0,83.45,-83.45
2012,6,156,Toronto,Connor Brown,R,670.0,297.0,717.38,81.35,636.03
2012,6,157,Toronto,Ryan Rupert,C,0.0,0.0,0.0,83.45,-83.45
2012,6,158,Minnesota,Christoph Bertschy,C,9.0,1.0,11.29,83.42,-72.13
2012,6,160,Winnipeg,Ryan Olsen,C,0.0,0.0,0.0,83.45,-83.45
2012,6,161,Tampa Bay,Jake Dotchin,D,103.0,23.0,155.67,83.0,72.67
2012,6,162,Colorado,Joseph Blandisi,C,101.0,31.0,171.99,82.95,89.04
2012,6,164,Nashville,Simon Fernholm,D,0.0,0.0,0.0,83.45,-83.45
2012,6,165,Calgary,Coda Gordon,L,0.0,0.0,0.0,83.45,-83.45
2012,6,167,Washington,Riley Barber,R,16.0,0.0,16.0,83.41,-67.41
2012,6,168,San Jose,Cliff Watson,D,0.0,0.0,0.0,83.45,-83.45
2012,6,169,Chicago,Vinny Hinostroza,C,471.0,175.0,658.9,81.52,577.38
2012,6,170,Detroit,James De Haas,D,0.0,0.0,0.0,83.45,-83.45
2012,6,171,Los Angeles,Tomas Hyka,R,27.0,7.0,43.03,83.33,-40.3
2012,6,172,Nashville,Max Gortz,R,0.0,0.0,0.0,83.45,-83.45
2012,6,173,Pittsburgh,Anton Zlobin,L,0.0,0.0,0.0,83.45,-83.45
2012,6,174,Florida,Francis Beauvillier,C,0.0,0.0,0.0,83.45,-83.45
2012,6,175,Boston,Matt Benning,D,465.0,102.0,534.83,81.88,452.95
2012,6,176,St. Louis,Petteri Lindbohm,D,49.0,4.0,58.16,83.28,-25.12
2012,6,177,Vancouver,Wesley Myron,F,0.0,0.0,0.0,83.45,-83.45
2012,6,178,Arizona,Hunter Fejes,L,0.0,0.0,0.0,83.45,-83.45
2012,6,180,New Jersey,Artur Gavrus,C,0.0,0.0,0.0,83.45,-83.45
2012,6,181,Los Angeles,Paul Ladue,D,70.0,18.0,111.22,83.13,28.09
2012,7,182,Columbus,Gianluca Curcuruto,D,0.0,0.0,0.0,60.62,-60.62
2012,7,183,Dallas,Dmitry Sinitsyn,D,0.0,0.0,0.0,60.62,-60.62
2012,7,185,NY Islanders,Jake Bischoff,D,4.0,0.0,4.0,60.61,-56.61
2012,7,186,Calgary,Matt DeBlouw,F,0.0,0.0,0.0,60.62,-60.62
2012,7,187,Anaheim,Kenton Helgesen,L,0.0,0.0,0.0,60.62,-60.62
2012,7,188,Minnesota,Louis Nanne,L,0.0,0.0,0.0,60.62,-60.62
2012,7,189,Carolina,Brendan Collier,L,0.0,0.0,0.0,60.62,-60.62
2012,7,192,Colorado,Colin Smith,C,1.0,0.0,1.0,60.62,-59.62
2012,7,193,Buffalo,Brady Austin,D,5.0,0.0,5.0,60.6,-55.6
2012,7,194,Florida,Jonatan Nielsen,D,0.0,0.0,0.0,60.62,-60.62
2012,7,195,Washington,Christian Djoos,D,155.0,38.0,242.02,59.93,182.09
2012,7,196,Ottawa,Mikael Wikstrand,D,0.0,0.0,0.0,60.62,-60.62
2012,7,197,Washington,Jaynen Rissling,D,0.0,0.0,0.0,60.62,-60.62
2012,7,198,San Jose,Joakim Ryan,D,145.0,24.0,199.96,60.05,139.91
2012,7,200,Detroit,Rasmus Bodin,D,0.0,0.0,0.0,60.62,-60.62
2012,7,201,Philadelphia,Valeri Vasiliev,D,0.0,0.0,0.0,60.62,-60.62
2012,7,202,Tampa Bay,Nikita Gusev,L,97.0,54.0,220.66,60.0,160.66
2012,7,204,Buffalo,Judd Peterson,R,0.0,0.0,0.0,60.62,-60.62
2012,7,205,Boston,Colton Hargrove,L,0.0,0.0,0.0,60.62,-60.62
2012,7,206,St. Louis,Tyrel Seaman,C,0.0,0.0,0.0,60.62,-60.62
2012,7,207,Vancouver,Matthew Beattie,R,0.0,0.0,0.0,60.62,-60.62
2012,7,208,Arizona,Justin Hache,D,0.0,0.0,0.0,60.62,-60.62
2012,7,209,Toronto,Viktor Loov,D,4.0,2.0,8.58,60.59,-52.01
2012,7,210,Anaheim,Jaycob Megna,D,197.0,27.0,258.83,59.89,198.94
2012,7,211,Los Angeles,Nick Ebert,D,0.0,0.0,0.0,60.62,-60.62
2013,1,1,Colorado,Nathan MacKinnon,C,944.0,1137.0,1337.92,1067.08,270.84
2013,1,2,Florida,Aleksander Barkov,C,804.0,782.0,1148.93,870.41,278.52
2013,1,3,Tampa Bay,Jonathan Drouin,L,667.0,396.0,840.01,864.68,-24.67
2013,1,4,Nashville,Seth Jones,D,910.0,471.0,777.95,790.62,-12.67
2013,1,5,Carolina,Elias Lindholm,C,964.0,651.0,906.54,664.82,241.72
2013,1,6,Calgary,Sean Monahan,C,891.0,630.0,932.43,698.67,233.76
2013,1,7,Edmonton,Darnell Nurse,D,793.0,322.0,687.03,749.98,-62.95
2013,1,8,Buffalo,Rasmus Ristolainen,D,815.0,315.0,671.09,589.01,82.08
2013,1,9,Vancouver,Bo Horvat,C,877.0,616.0,928.62,730.0,198.62
2013,1,10,Dallas,Valeri Nichushkin,R,621.0,353.0,819.41,548.11,271.3
2013,1,11,Philadelphia,Samuel Morin,L,29.0,1.0,31.29,625.7,-594.41
2013,1,12,Arizona,Max Domi,C,810.0,485.0,844.14,600.19,243.95
2013,1,13,Winnipeg,Josh Morrissey,D,733.0,425.0,828.68,472.68,356.0
2013,1,14,Columbus,Alexander Wennberg,C,863.0,422.0,754.65,515.68,238.97
2013,1,15,NY Islanders,Ryan Pulock,D,633.0,240.0,665.1,520.66,144.44
2013,1,16,Buffalo,Nikita Zadorov,D,799.0,188.0,547.82,569.9,-22.08
2013,1,17,Ottawa,Curtis Lazar,C,613.0,130.0,528.89,544.98,-16.09
2013,1,18,San Jose,Mirco Mueller,D,185.0,28.0,249.12,496.33,-247.21
2013,1,19,Columbus,Kerby Rychel,L,43.0,14.0,75.06,479.49,-404.43
2013,1,20,Detroit,Anthony Mantha,R,584.0,364.0,864.13,483.67,380.46
2013,1,21,Toronto,Frederik Gauthier,C,178.0,31.0,248.99,485.18,-236.19
2013,1,22,Calgary,Emile Poirier,L,8.0,1.0,10.29,504.58,-494.29
2013,1,23,Washington,Andre Burakovsky,L,767.0,419.0,801.35,327.02,474.33
2013,1,24,Vancouver,Hunter Shinkaruk,L,15.0,4.0,24.16,543.41,-519.25
2013,1,25,Montreal,Michael McCarron,C,375.0,77.0,523.4,378.35,145.05
2013,1,26,Anaheim,Shea Theodore,D,629.0,400.0,874.44,588.1,286.34
2013,1,27,Columbus,Marko Dano,C,141.0,45.0,244.05,362.93,-118.88
2013,1,28,Calgary,Morgan Klimchuk,L,1.0,0.0,1.0,336.58,-335.58
2013,1,29,Dallas,Jason Dickinson,C,564.0,171.0,603.17,298.95,304.22
2013,1,30,Chicago,Ryan Hartman,R,721.0,343.0,743.83,394.87,348.96
2013,2,31,Florida,Ian McCoshen,D,60.0,7.0,76.03,178.13,-102.1
2013,2,32,Colorado,Chris Bigras,D,46.0,4.0,55.16,161.0,-105.84
2013,2,33,Tampa Bay,Adam Erne,L,420.0,99.0,548.16,292.72,255.44
2013,2,34,Montreal,Jacob De La Rose,C,242.0,38.0,329.02,240.31,88.71
2013,2,35,Buffalo,JT Compher,L,652.0,299.0,729.86,298.59,431.27
2013,2,37,Los Angeles,Valentin Zykov,L,55.0,17.0,93.93,237.66,-143.73
2013,2,38,Buffalo,Connor Hurley,C,0.0,0.0,0.0,345.77,-345.77
2013,2,39,Arizona,Laurent Dauphin,C,94.0,17.0,132.93,387.64,-254.71
2013,2,40,Dallas,Remi Elie,L,107.0,22.0,157.38,86.91,70.47
2013,2,41,Philadelphia,Robert Hagg,D,345.0,63.0,489.27,166.98,322.29
2013,2,42,New Jersey,Steven Santini,D,135.0,24.0,189.96,308.72,-118.76
2013,2,43,Winnipeg,Nicolas Petan,C,170.0,35.0,250.15,308.58,-58.43
2013,2,45,Anaheim,Nick Sorensen,R,5.0,1.0,7.29,324.71,-317.42
2013,2,46,Minnesota,Gustav Olofsson,D,63.0,11.0,88.19,191.83,-103.64
2013,2,47,St. Louis,Tommy Vannelli,D,0.0,0.0,0.0,347.17,-347.17
2013,2,48,Detroit,Zach Nastasiuk,R,0.0,0.0,0.0,89.69,-89.69
2013,2,49,San Jose,Gabryel Boudreau,L,0.0,0.0,0.0,281.71,-281.71
2013,2,50,Columbus,Dillon Heatherington,D,23.0,2.0,27.58,220.37,-192.79
