draft_year,round,pick_number,drafted_by,player_name,position,games_played,points,performance_score,hindsight_rank,plus_minus,team_color
2012,2,39,Winnipeg,Lukas Sutter,C,0.0,0.0,0.0,96,-57,#004C97
2012,2,40,Tampa Bay,Dylan Blujus,D,0.0,0.0,0.0,96,-56,#002868
2012,2,41,Colorado,Mitchell Heard,C,0.0,0.0,0.0,96,-55,#6F263D
2012,2,42,Calgary,Patrick Sieloff,D,2.0,2.0,6.58,87,-45,#D2001C
2012,2,43,Dallas,Ludwig Bystrom,D,0.0,0.0,0.0,96,-53,#006847
2012,2,44,Buffalo,Jake McCabe,D,707.0,195.0,1153.55,30,14,#003087
2012,2,46,Minnesota,Raphael Bussieres,L,0.0,0.0,0.0,96,-50,#154734
2012,2,47,Carolina,Brock McGinn,L,534.0,158.0,895.82,39,8,#CC0000
2012,2,48,Chicago,Dillon Fournier,D,0.0,0.0,0.0,96,-48,#CF0A2C
2012,2,49,Detroit,Martin Frk,R,124.0,41.0,217.89,63,-14,#CE1126
2012,2,50,Nashville,Colton Sissons,C,740.0,230.0,1266.7,27,23,#FFB81C
2012,2,51,Montreal,Dalton Thrower,D,0.0,0.0,0.0,96,-45,#AF1E2D
2012,2,52,Pittsburgh,Teddy Blueger,C,436.0,163.0,809.27,43,9,#FCB514
2012,2,53,Tampa Bay,Brian Hart,R,0.0,0.0,0.0,96,-43,#002868
2012,2,54,Dallas,Mike Winther,C,0.0,0.0,0.0,96,-42,#006847
2012,2,55,San Jose,Chris Tierney,C,649.0,248.0,1216.92,29,26,#006D75
2012,2,56,St. Louis,Sam Kurker,R,0.0,0.0,0.0,96,-40,#002F87
2012,2,57,Vancouver,Alexandre Mallet,C,0.0,0.0,0.0,96,-39,#00205B
2012,2,58,Arizona,Jordan Martinook,L,782.0,254.0,1363.66,19,39,#8C2633
2012,2,59,NY Rangers,"Cristoval ""Boo"" Nieves",C,76.0,19.0,119.51,70,-11,#0038A8
2012,2,60,New Jersey,Damon Severson,D,848.0,342.0,1631.18,8,52,#CE1126
2012,2,61,Dallas,Devin Shore,C,498.0,144.0,827.76,42,19,#006847
2012,3,63,Edmonton,Jujhar Khaira,L,337.0,80.0,520.2,49,14,#041E42
2012,3,64,Montreal,Tim Bozon,L,0.0,0.0,0.0,96,-32,#AF1E2D
2012,3,65,NY Islanders,Adam Pelech,D,625.0,173.0,1021.17,34,31,#F47D30
2012,3,66,Nashville,Jimmy Vesey,L,626.0,194.0,1070.26,31,35,#FFB81C
2012,3,67,St. Louis,Mackenzie MacEachern,L,131.0,24.0,185.96,65,2,#002F87
2012,3,68,Minnesota,John Draeger,D,0.0,0.0,0.0,96,-28,#154734
2012,3,70,Winnipeg,Scott Kosmachuk,R,8.0,3.0,14.87,82,-12,#004C97
2012,3,71,Tampa Bay,Tanner Richard,C,3.0,0.0,3.0,90,-19,#002868
2012,3,72,Colorado,Troy Bourke,L,0.0,0.0,0.0,96,-24,#6F263D
2012,3,73,Buffalo,Justin Kea,C,0.0,0.0,0.0,96,-23,#003087
2012,3,74,Dallas,Esa Lindell,D,749.0,243.0,1305.47,23,51,#006847
2012,3,77,Washington,Chandler Stephenson,C,635.0,361.0,1461.69,14,63,#CF0A2C
2012,3,78,Philadelphia,Shayne Gostisbehere,D,734.0,455.0,1775.95,6,72,#F74902
2012,3,79,Chicago,Chris Calnan,R,0.0,0.0,0.0,96,-17,#CF0A2C
2012,3,81,Pittsburgh,Oskar Sundqvist,C,540.0,178.0,947.62,38,43,#FCB514
2012,3,82,Ottawa,Jarrod Maidens,C,0.0,0.0,0.0,96,-14,#C8102E
2012,3,84,Florida,Steven Hodges,C,0.0,0.0,0.0,96,-12,#C9082A
2012,3,85,Boston,Matt Grzelcyk,D,592.0,187.0,1020.23,35,50,#FFB81C
2012,3,86,St. Louis,Colton Parayko,D,783.0,309.0,1490.61,12,74,#002F87
2012,3,88,Arizona,James Melindy,D,0.0,0.0,0.0,96,-8,#8C2633
2012,3,89,Nashville,Brendan Leipsic,L,187.0,59.0,322.11,54,35,#FFB81C
2012,3,90,New Jersey,Ben Johnson,L,0.0,0.0,0.0,96,-6,#CE1126
2012,3,91,Edmonton,Daniil Zharkov,L,0.0,0.0,0.0,96,-5,#041E42
2012,4,92,Pittsburgh,Matia Marcantuoni,C,0.0,0.0,0.0,96,-4,#FCB514
2012,4,93,Edmonton,Erik Gustafsson,D,517.0,240.0,1066.6,32,61,#041E42
2012,4,94,Montreal,Brady Vail,C,0.0,0.0,0.0,96,-2,#AF1E2D
2012,4,95,Columbus,Josh Anderson,R,674.0,270.0,1292.3,26,69,#002654
2012,4,96,New Jersey,Ben Thomson,L,3.0,0.0,3.0,90,6,#CE1126
2012,4,97,Anaheim,Kevin Roy,L,28.0,7.0,44.03,77,20,#F47A38
2012,4,98,Minnesota,Adam Gilmour,C,0.0,0.0,0.0,96,2,#154734
2012,4,99,Carolina,Erik Karlsson,L,0.0,0.0,0.0,96,3,#CC0000
2012,4,100,Washington,Thomas Di Pauli,C,2.0,0.0,2.0,94,6,#CF0A2C
2012,4,101,Tampa Bay,Cedric Paquette,C,448.0,95.0,665.55,47,54,#002868
2012,4,102,Arizona,Rhett Holland,D,0.0,0.0,0.0,96,6,#8C2633
2012,4,103,NY Islanders,Loic Leduc,D,0.0,0.0,0.0,96,7,#F47D30
2012,4,104,Dallas,Gemel Smith,C,91.0,25.0,148.25,68,36,#006847
2012,4,105,Calgary,Brett Kulak,D,645.0,136.0,956.44,37,68,#D2001C
2012,4,106,Ottawa,Tim Boyle,D,0.0,0.0,0.0,96,10,#C8102E
2012,4,107,Washington,Austin Wuthrich,F,0.0,0.0,0.0,96,11,#CF0A2C
2012,4,108,Anaheim,Andrew O'Brien,D,0.0,0.0,0.0,96,12,#F47A38
2012,4,109,San Jose,Christophe Lalancette,R,0.0,0.0,0.0,96,13,#006D75
2012,4,110,Detroit,Andreas Athanasiou,C,495.0,246.0,1058.34,33,77,#CE1126
2012,4,111,Philadelphia,Fredric Larsson,D,0.0,0.0,0.0,96,15,#F74902
2012,4,112,Nashville,Zachary Stepan,C,0.0,0.0,0.0,96,16,#FFB81C
2012,4,114,Florida,Alexander Delnov,L,0.0,0.0,0.0,96,18,#C9082A
2012,4,115,Carolina,Trevor Carrick,D,7.0,0.0,7.0,85,30,#CC0000
2012,4,116,St. Louis,Nick Walters,D,0.0,0.0,0.0,96,20,#002F87
2012,4,117,Philadelphia,Taylor Leier,L,55.0,7.0,71.03,74,43,#F74902
2012,4,118,Nashville,Mikko Vainonen,D,0.0,0.0,0.0,96,22,#FFB81C
2012,4,119,NY Rangers,Calle Andersson,D,0.0,0.0,0.0,96,23,#0038A8
2012,4,120,Carolina,Jaccob Slavin,D,770.0,302.0,1461.58,15,105,#CC0000
2012,4,121,Los Angeles,Nikolay Prokhorkin,L,43.0,14.0,75.06,73,48,#111111
2012,5,122,Montreal,Charles Hudon,L,134.0,41.0,227.89,61,61,#AF1E2D
2012,5,123,Edmonton,Joey Laleggia,D,0.0,0.0,0.0,96,27,#041E42
2012,5,124,Calgary,Ryan Culkin,D,0.0,0.0,0.0,96,28,#D2001C
2012,5,125,NY Islanders,Doyle Somerby,D,0.0,0.0,0.0,96,29,#F47D30
2012,5,126,Toronto,Dominic Toninato,C,194.0,36.0,276.44,56,70,#003E7E
2012,5,127,Anaheim,Brian Cooper,D,0.0,0.0,0.0,96,31,#F47A38
2012,5,128,Minnesota,Daniel Gunnarsson,D,0.0,0.0,0.0,96,32,#154734
2012,5,129,Carolina,Brendan Woods,C,7.0,0.0,7.0,85,44,#CC0000
2012,5,131,Boston,Seth Griffith,C,80.0,19.0,123.51,69,62,#FFB81C
2012,5,132,Colorado,Michael Clarke,C,0.0,0.0,0.0,96,36,#6F263D
2012,5,133,Buffalo,Logan Nelson,C,0.0,0.0,0.0,96,37,#003087
2012,5,134,Dallas,Branden Troock,R,0.0,0.0,0.0,96,38,#006847
2012,5,135,New Jersey,Graham Black,C,0.0,0.0,0.0,96,39,#CE1126
2012,5,136,Ottawa,Robbie Baillargeon,F,0.0,0.0,0.0,96,40,#C8102E
2012,5,137,Washington,Connor Carrick,D,242.0,50.0,356.5,52,85,#CF0A2C
2012,5,138,San Jose,Danny O'Regan,C,30.0,6.0,43.74,78,60,#006D75
2012,5,139,Chicago,Garret Ross,L,0.0,0.0,0.0,96,43,#CF0A2C
2012,5,140,Detroit,Mike McKee,D,0.0,0.0,0.0,96,44,#CE1126
2012,5,141,Philadelphia,Reece Willcox,D,0.0,0.0,0.0,96,45,#F74902
2012,5,142,NY Rangers,Thomas Spelling,R,0.0,0.0,0.0,96,46,#0038A8
2012,5,143,Pittsburgh,Clark Seymour,D,0.0,0.0,0.0,96,47,#FCB514
2012,5,145,Boston,Cody Payne,C,0.0,0.0,0.0,96,49,#FFB81C
2012,5,147,Vancouver,Ben Hutton,D,571.0,139.0,889.31,40,107,#00205B
2012,5,148,Arizona,Niklas Tikkinen,D,0.0,0.0,0.0,96,52,#8C2633
2012,5,149,Chicago,Travis Brown,D,0.0,0.0,0.0,96,53,#CF0A2C
2012,5,150,New Jersey,Alex Kerfoot,C,623.0,295.0,1298.55,24,126,#CE1126
2012,5,151,Los Angeles,Colin Miller,D,587.0,182.0,1003.78,36,115,#111111
2012,6,152,Columbus,Daniel Zaar,R,0.0,0.0,0.0,96,56,#002654
2012,6,153,Edmonton,John McCarron,F,0.0,0.0,0.0,96,57,#041E42
2012,6,154,Montreal,Erik Nystrom,L,0.0,0.0,0.0,96,58,#AF1E2D
2012,6,155,NY Islanders,Jesse Graham,D,0.0,0.0,0.0,96,59,#F47D30
2012,6,156,Toronto,Connor Brown,R,659.0,286.0,1313.94,21,135,#003E7E
2012,6,157,Toronto,Ryan Rupert,C,0.0,0.0,0.0,96,61,#003E7E
2012,6,158,Minnesota,Christoph Bertschy,C,9.0,1.0,11.29,83,75,#154734
2012,6,160,Winnipeg,Ryan Olsen,C,0.0,0.0,0.0,96,64,#004C97
2012,6,161,Tampa Bay,Jake Dotchin,D,103.0,23.0,155.67,67,94,#002868
2012,6,162,Colorado,Joseph Blandisi,C,101.0,31.0,171.99,66,96,#6F263D
2012,6,164,Nashville,Simon Fernholm,D,0.0,0.0,0.0,96,68,#FFB81C
2012,6,165,Calgary,Coda Gordon,L,0.0,0.0,0.0,96,69,#D2001C
2012,6,167,Washington,Riley Barber,R,16.0,0.0,16.0,81,86,#CF0A2C
2012,6,168,San Jose,Cliff Watson,D,0.0,0.0,0.0,96,72,#006D75
2012,6,169,Chicago,Vinny Hinostroza,C,462.0,173.0,858.17,41,128,#CF0A2C
2012,6,170,Detroit,James De Haas,D,0.0,0.0,0.0,96,74,#CE1126
2012,6,171,Los Angeles,Tomas Hyka,R,27.0,7.0,43.03,79,92,#111111
2012,6,172,Nashville,Max Gortz,R,0.0,0.0,0.0,96,76,#FFB81C
2012,6,173,Pittsburgh,Anton Zlobin,L,0.0,0.0,0.0,96,77,#FCB514
2012,6,174,Florida,Francis Beauvillier,C,0.0,0.0,0.0,96,78,#C9082A
2012,6,175,Boston,Matt Benning,D,465.0,102.0,698.58,46,129,#FFB81C
2012,6,176,St. Louis,Petteri Lindbohm,D,49.0,4.0,58.16,75,101,#002F87
2012,6,177,Vancouver,Wesley Myron,F,0.0,0.0,0.0,96,81,#00205B
2012,6,178,Arizona,Hunter Fejes,L,0.0,0.0,0.0,96,82,#8C2633
2012,6,180,New Jersey,Artur Gavrus,C,0.0,0.0,0.0,96,84,#CE1126
2012,6,181,Los Angeles,Paul Ladue,D,70.0,18.0,111.22,72,109,#111111
2012,7,182,Columbus,Gianluca Curcuruto,D,0.0,0.0,0.0,96,86,#002654
2012,7,183,Dallas,Dmitry Sinitsyn,D,0.0,0.0,0.0,96,87,#006847
2012,7,185,NY Islanders,Jake Bischoff,D,4.0,0.0,4.0,89,96,#F47D30
2012,7,186,Calgary,Matt DeBlouw,F,0.0,0.0,0.0,96,90,#D2001C
2012,7,187,Anaheim,Kenton Helgesen,L,0.0,0.0,0.0,96,91,#F47A38
2012,7,188,Minnesota,Louis Nanne,L,0.0,0.0,0.0,96,92,#154734
2012,7,189,Carolina,Brendan Collier,L,0.0,0.0,0.0,96,93,#CC0000
2012,7,192,Colorado,Colin Smith,C,1.0,0.0,1.0,95,97,#6F263D
2012,7,193,Buffalo,Brady Austin,D,5.0,0.0,5.0,88,105,#003087
2012,7,194,Florida,Jonatan Nielsen,D,0.0,0.0,0.0,96,98,#C9082A
2012,7,195,Washington,Christian Djoos,D,155.0,38.0,242.02,59,136,#CF0A2C
2012,7,196,Ottawa,Mikael Wikstrand,D,0.0,0.0,0.0,96,100,#C8102E
2012,7,197,Washington,Jaynen Rissling,D,0.0,0.0,0.0,96,101,#CF0A2C
2012,7,198,San Jose,Joakim Ryan,D,145.0,24.0,199.96,64,134,#006D75
2012,7,200,Detroit,Rasmus Bodin,D,0.0,0.0,0.0,96,104,#CE1126
2012,7,201,Philadelphia,Valeri Vasiliev,D,0.0,0.0,0.0,96,105,#F74902
2012,7,202,Tampa Bay,Nikita Gusev,L,97.0,54.0,220.66,62,140,#002868
2012,7,204,Buffalo,Judd Peterson,R,0.0,0.0,0.0,96,108,#003087
2012,7,205,Boston,Colton Hargrove,L,0.0,0.0,0.0,96,109,#FFB81C
2012,7,206,St. Louis,Tyrel Seaman,C,0.0,0.0,0.0,96,110,#002F87
2012,7,207,Vancouver,Matthew Beattie,R,0.0,0.0,0.0,96,111,#00205B
2012,7,208,Arizona,Justin Hache,D,0.0,0.0,0.0,96,112,#8C2633
2012,7,209,Toronto,Viktor Loov,D,4.0,2.0,8.58,84,125,#003E7E
2012,7,210,Anaheim,Jaycob Megna,D,197.0,27.0,258.83,58,152,#F47A38
2012,7,211,Los Angeles,Nick Ebert,D,0.0,0.0,0.0,96,115,#111111
2013,1,1,Colorado,Nathan MacKinnon,C,933.0,1123.0,3504.67,1,0,#6F263D
2013,1,2,Florida,Aleksander Barkov,C,804.0,782.0,2594.78,2,0,#C9082A
2013,1,3,Tampa Bay,Jonathan Drouin,L,664.0,396.0,1570.84,14,-11,#002868
2013,1,4,Nashville,Seth Jones,D,900.0,465.0,1964.85,7,-3,#FFB81C
2013,1,5,Carolina,Elias Lindholm,C,952.0,644.0,2426.76,3,2,#CC0000
2013,1,6,Calgary,Sean Monahan,C,879.0,628.0,2317.12,4,2,#D2001C
2013,1,7,Edmonton,Darnell Nurse,D,782.0,321.0,1517.09,17,-10,#041E42
2013,1,8,Buffalo,Rasmus Ristolainen,D,804.0,310.0,1513.9,18,-10,#003087
2013,1,9,Vancouver,Bo Horvat,C,864.0,606.0,2251.74,5,4,#00205B
2013,1,10,Dallas,Valeri Nichushkin,R,610.0,346.0,1402.34,22,-12,#006847
2013,1,11,Philadelphia,Samuel Morin,L,29.0,1.0,31.29,82,-71,#F74902
2013,1,12,Arizona,Max Domi,C,799.0,481.0,1900.49,8,4,#8C2633
2013,1,13,Winnipeg,Josh Morrissey,D,721.0,417.0,1675.93,12,1,#004C97
2013,1,14,Columbus,Alexander Wennberg,C,852.0,412.0,1795.48,10,4,#002654
2013,1,15,NY Islanders,Ryan Pulock,D,622.0,238.0,1167.02,31,-16,#F47D30
2013,1,16,Buffalo,Nikita Zadorov,D,787.0,186.0,1212.94,29,-13,#003087
2013,1,17,Ottawa,Curtis Lazar,C,610.0,130.0,907.7,35,-18,#C8102E
2013,1,18,San Jose,Mirco Mueller,D,185.0,28.0,249.12,57,-39,#006D75
2013,1,19,Columbus,Kerby Rychel,L,43.0,14.0,75.06,74,-55,#002654
2013,1,20,Detroit,Anthony Mantha,R,572.0,352.0,1378.08,23,-3,#CE1126
2013,1,21,Toronto,Frederik Gauthier,C,178.0,31.0,248.99,58,-37,#003E7E
2013,1,22,Calgary,Emile Poirier,L,8.0,1.0,10.29,90,-68,#D2001C
2013,1,23,Washington,Andre Burakovsky,L,755.0,418.0,1712.22,11,12,#CF0A2C
2013,1,24,Vancouver,Hunter Shinkaruk,L,15.0,4.0,24.16,85,-61,#00205B
2013,1,25,Montreal,Michael McCarron,C,365.0,76.0,539.04,44,-19,#AF1E2D
2013,1,26,Anaheim,Shea Theodore,D,618.0,394.0,1520.26,16,10,#F47A38
2013,1,27,Columbus,Marko Dano,C,141.0,45.0,244.05,60,-33,#002654
2013,1,28,Calgary,Morgan Klimchuk,L,1.0,0.0,1.0,95,-67,#D2001C
2013,1,29,Dallas,Jason Dickinson,C,553.0,169.0,940.01,34,-5,#006847
2013,1,30,Chicago,Ryan Hartman,R,711.0,332.0,1471.28,19,11,#CF0A2C
2013,2,31,Florida,Ian McCoshen,D,60.0,7.0,76.03,73,-42,#C9082A
2013,2,32,Colorado,Chris Bigras,D,46.0,4.0,55.16,78,-46,#6F263D
2013,2,33,Tampa Bay,Adam Erne,L,411.0,96.0,630.84,41,-8,#002868
2013,2,34,Montreal,Jacob De La Rose,C,242.0,38.0,329.02,52,-18,#AF1E2D
2013,2,35,Buffalo,JT Compher,L,642.0,295.0,1317.55,25,10,#003087
2013,2,37,Los Angeles,Valentin Zykov,L,55.0,17.0,93.93,71,-34,#111111
2013,2,38,Buffalo,Connor Hurley,C,0.0,0.0,0.0,97,-59,#003087
2013,2,39,Arizona,Laurent Dauphin,C,94.0,17.0,132.93,68,-29,#8C2633
2013,2,40,Dallas,Remi Elie,L,107.0,22.0,157.38,65,-25,#006847
2013,2,41,Philadelphia,Robert Hagg,D,345.0,63.0,489.27,47,-6,#F74902
2013,2,42,New Jersey,Steven Santini,D,134.0,24.0,188.96,63,-21,#CE1126
2013,2,43,Winnipeg,Nicolas Petan,C,170.0,35.0,250.15,55,-12,#004C97
2013,2,45,Anaheim,Nick Sorensen,R,5.0,1.0,7.29,91,-46,#F47A38
2013,2,46,Minnesota,Gustav Olofsson,D,63.0,11.0,88.19,72,-26,#154734
2013,2,47,St. Louis,Tommy Vannelli,D,0.0,0.0,0.0,97,-50,#002F87
2013,2,48,Detroit,Zach Nastasiuk,R,0.0,0.0,0.0,97,-49,#CE1126
2013,2,49,San Jose,Gabryel Boudreau,L,0.0,0.0,0.0,97,-48,#006D75
2013,2,50,Columbus,Dillon Heatherington,D,23.0,2.0,27.58,84,-34,#002654
2013,2,51,Chicago,Carl Dahlstrom,D,67.0,12.0,94.48,70,-19,#CF0A2C
2013,2,52,Buffalo,Justin Bailey,R,141.0,23.0,193.67,62,-10,#003087
2013,2,53,Washington,Madison Bowey,D,158.0,40.0,249.6,56,-3,#CF0A2C
2013,2,55,Montreal,Artturi Lehkonen,L,649.0,330.0,1404.7,21,34,#AF1E2D
2013,2,56,Edmonton,Marco Roy,C,0.0,0.0,0.0,97,-41,#041E42
2013,2,57,St. Louis,William Carrier,L,510.0,132.0,812.28,36,21,#002F87
2013,2,58,Detroit,Tyler Bertuzzi,L,550.0,356.0,1365.24,24,34,#CE1126
2013,2,60,Boston,Linus Arnesson,D,0.0,0.0,0.0,97,-37,#FFB81C
2013,2,61,Washington,Zach Sanford,L,334.0,104.0,572.16,43,18,#CF0A2C
2013,3,62,Arizona,Yan-Pavel Laplante,C,0.0,0.0,0.0,97,-35,#8C2633
2013,3,64,Nashville,Jonathan-Ismael Diaby,D,0.0,0.0,0.0,97,-33,#FFB81C
2013,3,65,NY Rangers,Adam Tambellini,L,0.0,0.0,0.0,97,-32,#0038A8
2013,3,66,Carolina,Brett Pesce,D,736.0,222.0,1244.38,27,39,#CC0000
2013,3,67,Calgary,Keegan Kanzig,D,0.0,0.0,0.0,97,-30,#D2001C
2013,3,68,Dallas,Niklas Hansson,D,0.0,0.0,0.0,97,-29,#006847
2013,3,69,Buffalo,Nick Baptiste,R,47.0,10.0,69.9,75,-6,#003087
2013,3,71,Montreal,Connor Crisp,C,0.0,0.0,0.0,97,-26,#AF1E2D
2013,3,72,Philadelphia,Tyrell Goulbourne,L,11.0,0.0,11.0,88,-16,#F74902
2013,3,73,New Jersey,Ryan Kujawinski,C,0.0,0.0,0.0,97,-24,#CE1126
2013,3,74,Chicago,John Hayden,C,272.0,39.0,361.31,51,23,#CF0A2C
2013,3,75,NY Rangers,Pavel Buchnevich,L,658.0,498.0,1798.42,9,66,#0038A8
2013,3,76,NY Islanders,Taylor Cammarata,C,0.0,0.0,0.0,97,-21,#F47D30
2013,3,77,Pittsburgh,Jake Guentzel,C,664.0,640.0,2129.6,6,71,#FCB514
2013,3,79,Detroit,Mattias Janmark-Nylen,C,680.0,221.0,1186.09,30,49,#CE1126
2013,3,80,NY Rangers,Anthony Duclair,L,663.0,340.0,1441.6,20,60,#0038A8
2013,3,81,Minnesota,Kurtis Gabriel,R,51.0,5.0,62.45,77,4,#154734
2013,3,82,Toronto,Carter Verhaeghe,C,474.0,348.0,1270.92,26,56,#003E7E
2013,3,83,Edmonton,Bogdan Yakimov,C,1.0,0.0,1.0,95,-12,#041E42
2013,3,84,Winnipeg,Jimmy Lodge,C,0.0,0.0,0.0,97,-13,#004C97
2013,3,85,Vancouver,Cole Cassels,C,0.0,0.0,0.0,97,-12,#00205B
2013,3,86,Montreal,Sven Andrighetto,R,216.0,83.0,406.07,48,38,#AF1E2D
2013,3,87,Anaheim,Keaton Thompson,D,0.0,0.0,0.0,97,-10,#F47A38
2013,3,88,Edmonton,Anton Slepyshev,L,102.0,23.0,154.67,66,22,#041E42
2013,3,89,Columbus,Oliver Bjorkstrand,R,688.0,413.0,1633.77,13,76,#002654
2013,3,90,Boston,Peter Cehlarik,R,40.0,11.0,65.19,76,14,#FFB81C
2013,3,91,Winnipeg,JC Lipon,R,9.0,1.0,11.29,87,4,#004C97
2013,4,93,Colorado,Mason Geertsen,L,30.0,0.0,30.0,83,10,#6F263D
2013,4,94,Edmonton,Jackson Houck,R,0.0,0.0,0.0,97,-3,#041E42
2013,4,95,Nashville,Felix Girard,C,0.0,0.0,0.0,97,-2,#FFB81C
2013,4,96,Edmonton,Kyle Platzer,C,0.0,0.0,0.0,97,-1,#041E42
2013,4,97,Florida,Michael Downing,D,0.0,0.0,0.0,97,0,#C9082A
2013,4,98,Florida,Matt Buckles,C,0.0,0.0,0.0,97,1,#C9082A
2013,4,100,New Jersey,Miles Wood,L,557.0,196.0,1005.84,32,68,#CE1126
2013,4,101,Dallas,Nick Paul,L,520.0,211.0,1003.19,33,68,#006847
2013,4,102,Ottawa,Tobias Lindberg,R,6.0,2.0,10.58,89,13,#C8102E
2013,4,103,Los Angeles,Justin Auger,R,2.0,0.0,2.0,93,10,#111111
2013,4,104,Winnipeg,Andrew Copp,C,765.0,337.0,1536.73,15,89,#004C97
2013,4,105,Columbus,Nick Moutrey,R,0.0,0.0,0.0,97,8,#002654
2013,4,107,Minnesota,Dylan Labbe,D,0.0,0.0,0.0,97,10,#154734
2013,4,108,Ottawa,Ben Harpur,D,198.0,21.0,246.09,59,49,#C8102E
2013,4,109,Detroit,David Pope,L,0.0,0.0,0.0,97,12,#CE1126
2013,4,110,NY Rangers,Ryan Graves,D,452.0,119.0,724.51,38,72,#0038A8
2013,4,111,Chicago,Robin Norell,D,0.0,0.0,0.0,97,14,#CF0A2C
2013,4,112,St. Louis,Zach Pochiro,C,0.0,0.0,0.0,97,15,#002F87
2013,4,113,Edmonton,Aidan Muir,L,0.0,0.0,0.0,97,16,#041E42
2013,4,114,Winnipeg,Jan Kostalek,D,0.0,0.0,0.0,97,17,#004C97
2013,4,115,Vancouver,Jordan Subban,D,0.0,0.0,0.0,97,18,#00205B
2013,4,116,Montreal,Martin Reway,L,0.0,0.0,0.0,97,19,#AF1E2D
2013,4,118,Los Angeles,Hudson Fasching,R,175.0,40.0,266.6,53,65,#111111
2013,4,119,Pittsburgh,Ryan Segalla,D,0.0,0.0,0.0,97,22,#FCB514
2013,4,120,Boston,Ryan Fitzgerald,C,0.0,0.0,0.0,97,23,#FFB81C
2013,4,121,Chicago,Tyler Motte,C,455.0,99.0,681.71,39,82,#CF0A2C
2013,5,122,Florida,Christopher Clapperton,L,0.0,0.0,0.0,97,25,#C9082A
2013,5,123,Colorado,Will Butcher,D,275.0,114.0,536.06,45,78,#6F263D
2013,5,125,Nashville,Saku Maenalanen,R,98.0,18.0,139.22,67,58,#FFB81C
2013,5,126,Carolina,Brent Pedersen,L,0.0,0.0,0.0,97,29,#CC0000
2013,5,127,Winnipeg,Tucker Poolman,D,163.0,23.0,215.67,61,66,#004C97
2013,5,128,Edmonton,Evan Campbell,L,0.0,0.0,0.0,97,31,#041E42
2013,5,130,Buffalo,Gustav Possler,R,0.0,0.0,0.0,97,33,#003087
2013,5,131,Dallas,Cole Ully,L,0.0,0.0,0.0,97,34,#006847
2013,5,132,Philadelphia,Terrance Amorosa,D,0.0,0.0,0.0,97,35,#F74902
2013,5,133,Arizona,Connor Clifton,D,418.0,82.0,605.78,42,91,#8C2633
2013,5,134,Chicago,Luke Johnson,C,32.0,2.0,36.58,80,54,#CF0A2C
2013,5,135,Calgary,Eric Roy,D,0.0,0.0,0.0,97,38,#D2001C
2013,5,136,NY Islanders,Viktor Crus-Rydberg,C,0.0,0.0,0.0,97,39,#F47D30
2013,5,137,Minnesota,Carson Soucy,D,424.0,97.0,646.13,40,97,#154734
2013,5,138,Ottawa,Vincent Dunn,C,0.0,0.0,0.0,97,41,#C8102E
2013,5,139,Detroit,Mitch Wheaton,D,0.0,0.0,0.0,97,42,#CE1126
2013,5,140,Nashville,Teemu Kivihalme,D,0.0,0.0,0.0,97,43,#FFB81C
2013,5,141,San Jose,Michael Brodzinski,D,0.0,0.0,0.0,97,44,#006D75
2013,5,142,Toronto,Fabrice Herzog,R,0.0,0.0,0.0,97,45,#003E7E
2013,5,143,Buffalo,Anthony Florentino,D,0.0,0.0,0.0,97,46,#003087
2013,5,144,Washington,Blake Heinrich,D,0.0,0.0,0.0,97,47,#CF0A2C
2013,5,145,Vancouver,Anton Cederholm,D,0.0,0.0,0.0,97,48,#00205B
2013,5,147,Anaheim,Grant Besse,L,0.0,0.0,0.0,97,50,#F47A38
2013,5,148,Los Angeles,Jonny Brodzinski,C,252.0,66.0,403.14,49,99,#111111
2013,5,149,Dallas,Matej Paulovic,R,0.0,0.0,0.0,97,52,#006847
2013,5,150,Boston,Wiley Sherman,D,0.0,0.0,0.0,97,53,#FFB81C
2013,5,151,San Jose,Gage Ausmus,D,0.0,0.0,0.0,97,54,#006D75
2013,6,152,Florida,Josh Brown,D,300.0,35.0,380.15,50,102,#C9082A
2013,6,153,Colorado,Ben Storm,D,0.0,0.0,0.0,97,56,#6F263D
2013,6,154,Tampa Bay,Henri Ikonen,L,0.0,0.0,0.0,97,57,#002868
2013,6,155,Nashville,Emil Pettersson,C,0.0,0.0,0.0,97,58,#FFB81C
2013,6,156,Carolina,Tyler Ganly,D,0.0,0.0,0.0,97,59,#CC0000
2013,6,157,Calgary,Tim Harrison,R,0.0,0.0,0.0,97,60,#D2001C
2013,6,158,Edmonton,Ben Betker,D,0.0,0.0,0.0,97,61,#041E42
2013,6,159,Buffalo,Sean Malone,C,2.0,1.0,4.29,92,67,#003087
2013,6,160,New Jersey,Myles Bell,R,0.0,0.0,0.0,97,63,#CE1126
2013,6,161,Ottawa,Chris Leblanc,F,0.0,0.0,0.0,97,64,#C8102E
2013,6,164,Pittsburgh,Dane Birks,D,0.0,0.0,0.0,97,67,#FCB514
2013,6,165,Columbus,Markus Soberg,R,0.0,0.0,0.0,97,68,#002654
2013,6,166,NY Islanders,Alan Quine,C,106.0,28.0,170.12,64,102,#F47D30
2013,6,167,Minnesota,Avery Peterson,C,0.0,0.0,0.0,97,70,#154734
2013,6,168,Ottawa,Quentin Shore,C,0.0,0.0,0.0,97,71,#C8102E
2013,6,169,Detroit,Marc McNulty,D,0.0,0.0,0.0,97,72,#CE1126
