draft_year,round,pick_number,drafted_by,player_name,position,games_played,points,performance_score
2007,1,4,Los Angeles Kings,Thomas Hickey,D,456.0,117.0,565.17
2007,1,5,Washington Capitals,Karl Alzner,D,686.0,130.0,510.49
2007,1,6,Edmonton Oilers,Sam Gagner,C,1043.0,529.0,769.48
2007,1,7,Columbus Blue Jackets,Jakub Voracek,R,1058.0,806.0,977.06
2007,1,8,Boston Bruins,Zach Hamill,C,20.0,4.0,29.16
2007,1,9,San Jose Sharks,Logan Couture,C,933.0,701.0,968.52
2007,1,10,Florida Panthers,Keaton Ellerby,D,212.0,27.0,273.83
2007,1,11,Carolina Hurricanes,Brandon Sutter,C,770.0,289.0,661.98
2007,1,12,Montreal Canadiens,Ryan McDonagh,D,1053.0,438.0,695.1
2007,1,13,St. Louis Blues,Lars Eller,C,1178.0,438.0,659.12
2007,1,14,Colorado Avalanche,Kevin Shattenkirk,D,952.0,484.0,770.47
2007,1,15,Edmonton Oilers,Alex Plante,D,10.0,2.0,14.58
2007,1,16,Minnesota Wild,Colton Gillies,L,154.0,18.0,195.22
2007,1,17,New York Rangers,Alexei Cherepanov,R,0.0,0.0,0.0
2007,1,18,St. Louis Blues,Ian Cole,D,984.0,232.0,548.21
2007,1,19,Anaheim Ducks,Logan MacMillan,L,0.0,0.0,0.0
2007,1,20,Pittsburgh Penguins,Angelo Esposito,C,0.0,0.0,0.0
2007,1,21,Edmonton Oilers,Riley Nash,C,628.0,176.0,584.47
2007,1,22,Montreal Canadiens,Max Pacioretty,L,939.0,681.0,947.24
2007,1,23,Nashville Predators,Jonathon Blum,D,110.0,24.0,164.96
2007,1,24,Calgary Flames,Mikael Backlund,C,1142.0,604.0,787.18
2007,1,25,Vancouver Canucks,Patrick White,C,0.0,0.0,0.0
2007,1,26,St. Louis Blues,David Perron,L,1233.0,810.0,891.56
2007,1,27,Detroit Red Wings,Brendan Smith,D,741.0,146.0,516.63
2007,1,28,San Jose Sharks,Nick Petrecki,D,1.0,0.0,1.0
2007,1,29,Ottawa Senators,Jim O'Brien,C,77.0,13.0,106.77
2007,1,30,Arizona Coyotes,Nick Ross,D,0.0,0.0,0.0
2007,2,31,Buffalo Sabres,T.J. Brennan,D,53.0,13.0,82.77
2007,2,32,Arizona Coyotes,Brett MacLean,L,18.0,5.0,29.45
2007,2,33,Vancouver Canucks,Taylor Ellington,D,0.0,0.0,0.0
2007,2,34,Washington Capitals,Josh Godfrey,D,0.0,0.0,0.0
2007,2,35,Boston Bruins,Tommy Cross,D,3.0,1.0,5.29
2007,2,37,Columbus Blue Jackets,Stefan Legein,R,0.0,0.0,0.0
2007,2,38,Chicago Blackhawks,Billy Sweatt,L,3.0,0.0,3.0
2007,2,39,St. Louis Blues,Simon Hjalmarsson,L,0.0,0.0,0.0
2007,2,40,Florida Panthers,Michal Repik,R,72.0,20.0,117.8
2007,2,41,Philadelphia Flyers,Kevin Marshall,D,10.0,0.0,10.0
2007,2,42,Anaheim Ducks,Eric Tangradi,L,150.0,16.0,186.64
2007,2,43,Montreal Canadiens,P.K. Subban,D,834.0,467.0,812.5
2007,2,44,St. Louis Blues,Aaron Palushaj,R,68.0,14.0,100.06
2007,2,45,Colorado Avalanche,Colby Cohen,D,3.0,0.0,3.0
2007,2,46,Washington Capitals,Theo Ruth,D,0.0,0.0,0.0
2007,2,47,Tampa Bay Lightning,Dana Tyrell,C,135.0,24.0,189.96
2007,2,50,Dallas Stars,Nico Sacchetti,C,0.0,0.0,0.0
2007,2,51,Pittsburgh Penguins,Keven Veilleux,R,0.0,0.0,0.0
2007,2,52,Los Angeles Kings,Oscar Moller,R,87.0,26.0,146.54
2007,2,53,Columbus Blue Jackets,Will Weber,D,0.0,0.0,0.0
2007,2,55,Colorado Avalanche,T.J. Galiardi,L,321.0,105.0,561.45
2007,2,56,Chicago Blackhawks,Akim Aliu,D,7.0,3.0,13.87
2007,2,57,New Jersey Devils,Mike Hoeffel,L,0.0,0.0,0.0
2007,2,58,Nashville Predators,Nick Spaling,L,437.0,124.0,587.33
2007,2,59,Buffalo Sabres,Drew Schiestel,D,0.0,0.0,0.0
2007,2,60,Ottawa Senators,Ruslan Bashkirov,L,0.0,0.0,0.0
2007,2,61,Los Angeles Kings,Wayne Simmonds,R,1037.0,526.0,769.52
2007,3,62,New York Islanders,Mark Katic,D,11.0,1.0,13.29
2007,3,63,Anaheim Ducks,Maxime Macenauer,C,29.0,4.0,38.16
2007,3,64,Dallas Stars,Sergei Korostin,R,0.0,0.0,0.0
2007,3,65,Montreal Canadiens,Olivier Fortier,C,0.0,0.0,0.0
2007,3,66,Philadelphia Flyers,Garrett Klotz,L,0.0,0.0,0.0
2007,3,67,Winnipeg Jets,Spencer Machacek,R,25.0,9.0,45.61
2007,3,68,Columbus Blue Jackets,Jake Hansen,C,0.0,0.0,0.0
2007,3,69,Chicago Blackhawks,Maxime Tanguay,C,0.0,0.0,0.0
2007,3,70,Calgary Flames,John Negrin,D,3.0,1.0,5.29
2007,3,71,Florida Panthers,Evgeny Dadonov,L,640.0,362.0,817.12
2007,3,72,Carolina Hurricanes,Drayson Bowman,L,179.0,33.0,254.57
2007,3,73,Montreal Canadiens,Yannick Weber,D,499.0,94.0,509.57
2007,3,74,Toronto Maple Leafs,Dale Mitchell,R,0.0,0.0,0.0
2007,3,75,Tampa Bay Lightning,Luca Cunti,L,0.0,0.0,0.0
2007,3,76,New York Islanders,Jason Gregoire,L,0.0,0.0,0.0
2007,3,77,Tampa Bay Lightning,Alexander Killorn,L,1027.0,569.0,807.68
2007,3,78,Pittsburgh Penguins,Robert Bortuzzo,D,577.0,76.0,463.38
2007,3,79,New Jersey Devils,Nick Palmieri,R,87.0,25.0,144.25
2007,3,80,Pittsburgh Penguins,Casey Pierro-Zabotel,L,0.0,0.0,0.0
2007,3,81,Nashville Predators,Ryan Thang,R,1.0,0.0,1.0
2007,3,82,Los Angeles Kings,Bryan Cameron,R,0.0,0.0,0.0
2007,3,84,Washington Capitals,Philip DeSimone,C,0.0,0.0,0.0
2007,3,85,St. Louis Blues,Brett Sonne,C,0.0,0.0,0.0
2007,3,87,New Jersey Devils,Corbin McPherson,D,0.0,0.0,0.0
2007,3,88,Detroit Red Wings,Joakim Andersson,C,205.0,36.0,287.44
2007,3,89,Buffalo Sabres,Corey Tropp,R,149.0,27.0,210.83
2007,3,90,Ottawa Senators,Louie Caporusso,L,0.0,0.0,0.0
2007,4,92,Anaheim Ducks,Justin Vaive,L,0.0,0.0,0.0
2007,4,93,Anaheim Ducks,Steven Kampfer,D,231.0,39.0,320.31
2007,4,94,Columbus Blue Jackets,Maksim Mayorov,L,22.0,3.0,28.87
2007,4,95,Los Angeles Kings,Alec Martinez,D,862.0,289.0,629.32
2007,4,96,St. Louis Blues,Cade Fairchild,D,5.0,1.0,7.29
2007,4,97,Edmonton Oilers,Linus Omark,L,79.0,32.0,152.28
2007,4,99,Toronto Maple Leafs,Matt Frattin,R,135.0,35.0,215.15
2007,4,100,St. Louis Blues,Travis Erstad,F,0.0,0.0,0.0
2007,4,101,Florida Panthers,Matt Rust,C,0.0,0.0,0.0
2007,4,102,Carolina Hurricanes,Justin McCrae,C,0.0,0.0,0.0
2007,4,103,Arizona Coyotes,Vladimir Ruzicka,C,0.0,0.0,0.0
2007,4,104,Toronto Maple Leafs,Ben Winnett,L,0.0,0.0,0.0
2007,4,105,Colorado Avalanche,Brad Malone,C,217.0,32.0,290.28
2007,4,106,New York Islanders,Maxime Gratchev,L,0.0,0.0,0.0
2007,4,107,Tampa Bay Lightning,Mitch Fadden,C,0.0,0.0,0.0
2007,4,108,Washington Capitals,Brett Bruneteau,C,0.0,0.0,0.0
2007,4,109,Los Angeles Kings,Dwight King,L,365.0,109.0,599.46
2007,4,110,Minnesota Wild,Justin Falk,D,279.0,33.0,354.57
2007,4,111,Pittsburgh Penguins,Luca Caputi,L,35.0,9.0,55.61
2007,4,112,Dallas Stars,Colton Sceviour,C,535.0,156.0,593.71
2007,4,114,Nashville Predators,Ben Ryan,L,0.0,0.0,0.0
2007,4,115,Winnipeg Jets,Niclas Lucenius,C,0.0,0.0,0.0
2007,4,116,Calgary Flames,Keith Aulie,D,167.0,14.0,199.06
2007,4,117,New Jersey Devils,Matt Halischuk,R,280.0,75.0,451.75
2007,4,118,Pittsburgh Penguins,Alex Grant,D,7.0,2.0,11.58
2007,4,119,Nashville Predators,Mark Santorelli,L,0.0,0.0,0.0
2007,4,120,Ottawa Senators,Ben Blood,D,0.0,0.0,0.0
2007,5,122,Philadelphia Flyers,Mario Kempe,L,70.0,13.0,99.77
2007,5,123,Arizona Coyotes,Maxim Goncharov,D,0.0,0.0,0.0
2007,5,125,Washington Capitals,Brett Leffler,R,0.0,0.0,0.0
2007,5,126,Chicago Blackhawks,Joe Lavin,D,0.0,0.0,0.0
2007,5,127,Edmonton Oilers,Milan Kytnar,C,1.0,0.0,1.0
2007,5,128,Dallas Stars,Austin Smith,R,0.0,0.0,0.0
2007,5,129,Dallas Stars,Jamie Benn,L,1247.0,991.0,1003.88
2007,5,130,Boston Bruins,Denis Reul,D,0.0,0.0,0.0
2007,5,131,Florida Panthers,John Lee,D,0.0,0.0,0.0
2007,5,132,Carolina Hurricanes,Chris Terry,L,152.0,38.0,239.02
2007,5,133,Montreal Canadiens,Joe Stejskal,D,0.0,0.0,0.0
2007,5,134,Toronto Maple Leafs,Juraj Mikus,D,0.0,0.0,0.0
2007,5,135,Colorado Avalanche,Paul Carey,C,100.0,16.0,136.64
2007,5,136,Dallas Stars,Ondrej Roman,L,0.0,0.0,0.0
2007,5,137,Los Angeles Kings,"Joshua ""Podge"" Turnbull",C,0.0,0.0,0.0
2007,5,138,New York Rangers,Max Campbell,C,0.0,0.0,0.0
2007,5,140,Minnesota Wild,Cody Almond,C,25.0,2.0,29.58
2007,5,141,Pittsburgh Penguins,Jake Muzzin,D,683.0,294.0,706.92
2007,5,142,Montreal Canadiens,Andrew Conboy,L,0.0,0.0,0.0
2007,5,143,Calgary Flames,Mickey Renaud,C,0.0,0.0,0.0
2007,5,144,Nashville Predators,Andreas Thuresson,L,25.0,3.0,31.87
2007,5,145,Vancouver Canucks,Charles-Antoine Messier,C,0.0,0.0,0.0
2007,5,146,Vancouver Canucks,Ilya Kablukov,W,0.0,0.0,0.0
2007,5,147,Buffalo Sabres,Jean-Simon Allard,C,0.0,0.0,0.0
2007,5,148,Detroit Red Wings,Randy Cameron,C,0.0,0.0,0.0
2007,5,149,Dallas Stars,Michael Neal,L,0.0,0.0,0.0
2007,5,150,Tampa Bay Lightning,Matt Marshall,F,0.0,0.0,0.0
2007,5,151,Anaheim Ducks,Brett Morrison,C,0.0,0.0,0.0
2007,6,152,Philadelphia Flyers,Jon Kalinski,L,22.0,5.0,33.45
2007,6,155,Colorado Avalanche,Jens Hellgren,D,0.0,0.0,0.0
2007,6,156,Chicago Blackhawks,Richard Greenop,R,0.0,0.0,0.0
2007,6,157,Edmonton Oilers,William Quist,L,0.0,0.0,0.0
2007,6,159,Boston Bruins,Alain Goulet,D,0.0,0.0,0.0
2007,6,160,St. Louis Blues,Anthony Peluso,R,148.0,14.0,180.06
2007,6,161,Philadelphia Flyers,Patrick Maroon,L,848.0,323.0,666.52
2007,6,162,Carolina Hurricanes,Brett Bellemore,D,121.0,20.0,166.8
2007,6,163,Montreal Canadiens,Nichlas Torp,D,0.0,0.0,0.0
2007,6,164,Toronto Maple Leafs,Chris DiDomenico,L,27.0,10.0,49.9
2007,6,165,San Jose Sharks,Patrik Zackrisson,W,0.0,0.0,0.0
2007,6,166,New York Islanders,Blake Kessel,D,0.0,0.0,0.0
2007,6,167,Tampa Bay Lightning,Johan Harju,L,10.0,3.0,16.87
2007,6,168,New York Rangers,Carl Hagelin,L,713.0,296.0,694.44
2007,6,169,Boston Bruins,Radim Ostrcil,D,0.0,0.0,0.0
2007,6,170,Minnesota Wild,Harri Ilvonen,D,0.0,0.0,0.0
2007,6,171,Pittsburgh Penguins,Dustin Jeffrey,C,131.0,33.0,206.57
2007,6,172,Dallas Stars,Luke Gazdic,L,147.0,8.0,165.32
2007,6,173,San Jose Sharks,Nick Bonino,C,868.0,358.0,692.24
2007,6,174,Nashville Predators,Robert Dietrich,D,0.0,0.0,0.0
2007,6,175,Winnipeg Jets,John Albert,C,9.0,1.0,11.29
2007,6,176,Vancouver Canucks,Taylor Matson,C,0.0,0.0,0.0
2007,6,177,New Jersey Devils,Vili Sopanen,W,0.0,0.0,0.0
2007,6,178,Detroit Red Wings,Zack Torquato,C,0.0,0.0,0.0
2007,6,179,Buffalo Sabres,Paul Byron,L,521.0,208.0,681.47
2007,6,180,Washington Capitals,Justin Taylor,C,0.0,0.0,0.0
2007,6,181,Florida Panthers,Corey Syvret,D,0.0,0.0,0.0
2007,7,184,Los Angeles Kings,Josh Kidd,D,0.0,0.0,0.0
2007,7,185,Washington Capitals,Nick Larson,F,0.0,0.0,0.0
2007,7,186,Calgary Flames,C.J. Severyn,L,0.0,0.0,0.0
2007,7,188,Los Angeles Kings,Matt Fillier,L,0.0,0.0,0.0
2007,7,189,Boston Bruins,Jordan Knackstedt,R,0.0,0.0,0.0
2007,7,190,St. Louis Blues,Trevor Nill,C,0.0,0.0,0.0
2007,7,191,Florida Panthers,Ryan Watson,L,0.0,0.0,0.0
2007,7,192,Montreal Canadiens,Scott Kishel,D,0.0,0.0,0.0
2007,7,193,New York Rangers,David Skokan,R,0.0,0.0,0.0
2007,7,194,Toronto Maple Leafs,Carl Gunnarsson,D,629.0,138.0,534.86
2007,7,195,Colorado Avalanche,Johan Alcen,W,0.0,0.0,0.0
2007,7,196,New York Islanders,Simon Lacroix,D,0.0,0.0,0.0
2007,7,197,Tampa Bay Lightning,Michael Ward,D,0.0,0.0,0.0
2007,7,198,New York Rangers,Danny Hobbs,F,0.0,0.0,0.0
2007,7,199,Washington Capitals,Andrew Glass,L,0.0,0.0,0.0
2007,7,200,Minnesota Wild,Carson McMillan,R,16.0,5.0,27.45
2007,7,201,San Jose Sharks,Justin Braun,D,842.0,199.0,548.68
2007,7,203,San Jose Sharks,Frazer McLaren,L,102.0,11.0,127.19
2007,7,205,Winnipeg Jets,Paul Postma,D,205.0,35.0,285.15
2007,7,206,Vancouver Canucks,Dan Gendur,C,0.0,0.0,0.0
2007,7,207,New Jersey Devils,Ryan Molle,D,0.0,0.0,0.0
2007,7,208,Detroit Red Wings,Bryan Rufenach,D,0.0,0.0,0.0
2007,7,209,Buffalo Sabres,Drew Mackenzie,D,0.0,0.0,0.0
2007,7,210,Tampa Bay Lightning,Justin Courtnall,L,0.0,0.0,0.0
2007,7,211,Columbus Blue Jackets,Trent Vogelhuber,R,0.0,0.0,0.0
2008,1,1,Tampa Bay Lightning,Steven Stamkos,C,1240.0,1250.0,1177.81
2008,1,2,Los Angeles Kings,Drew Doughty,D,1273.0,708.0,809.41
2008,1,3,Winnipeg Jets,Zach Bogosian,D,970.0,249.0,565.27
2008,1,4,St. Louis Blues,Alex Pietrangelo,D,1087.0,637.0,833.74
2008,1,5,Toronto Maple Leafs,Luke Schenn,D,1120.0,212.0,510.31
2008,1,6,Columbus Blue Jackets,Nikita Filatov,L,53.0,14.0,85.06
2008,1,7,Nashville Predators,Colin Wilson,C,632.0,286.0,724.92
2008,1,8,Arizona Coyotes,Mikkel Boedker,L,709.0,327.0,732.0
2008,1,9,New York Islanders,Joshua Bailey,R,1057.0,580.0,803.34
2008,1,10,Vancouver Canucks,Cody Hodgson,C,328.0,142.0,653.18
2008,1,11,Chicago Blackhawks,Kyle Beach,L,0.0,0.0,0.0
2008,1,12,Buffalo Sabres,Tyler Myers,D,1134.0,405.0,647.16
2008,1,13,Los Angeles Kings,Colten Teubert,D,24.0,1.0,26.29
2008,1,14,Carolina Hurricanes,Zach Boychuk,C,127.0,30.0,195.7
2008,1,15,Ottawa Senators,Erik Karlsson,D,1156.0,934.0,1014.68
2008,1,16,Boston Bruins,Joe Colborne,C,295.0,114.0,556.06
2008,1,17,Anaheim Ducks,Jake Gardiner,D,645.0,277.0,706.11
2008,1,19,Philadelphia Flyers,Luca Sbisa,D,549.0,113.0,523.8
2008,1,20,New York Rangers,Michael Del Zotto,D,736.0,262.0,646.21
2008,1,21,Washington Capitals,Anton Gustafsson,C,0.0,0.0,0.0
2008,1,22,Edmonton Oilers,Jordan Eberle,R,1133.0,780.0,917.24
2008,1,23,Minnesota Wild,Tyler Cuma,D,1.0,0.0,1.0
2008,1,24,New Jersey Devils,Mattias Tedenby,R,120.0,30.0,188.7
2008,1,25,Calgary Flames,Greg Nemisz,C,15.0,1.0,17.29
2008,1,26,Buffalo Sabres,Tyler Ennis,R,700.0,346.0,758.96
2008,1,27,Washington Capitals,John Carlson,D,1154.0,780.0,907.03
2008,1,28,Arizona Coyotes,Viktor Tikhonov,L,111.0,22.0,161.38
2008,1,29,Winnipeg Jets,Daultan Leveille,C,0.0,0.0,0.0
2008,2,32,Los Angeles Kings,Vyacheslav Voynov,D,190.0,81.0,375.49
2008,2,33,St. Louis Blues,Phil McRae,C,15.0,3.0,21.87
2008,2,35,Anaheim Ducks,Nicolas Deschamps,C,3.0,0.0,3.0
2008,2,36,New York Islanders,Corey Trivino,C,0.0,0.0,0.0
2008,2,37,Columbus Blue Jackets,Cody Goloubef,D,160.0,25.0,217.25
2008,2,38,Nashville Predators,Roman Josi,D,1026.0,775.0,971.8
2008,2,39,Anaheim Ducks,Eric O'Dell,C,41.0,8.0,59.32
2008,2,40,New York Islanders,Aaron Ness,D,72.0,7.0,88.03
2008,2,41,Vancouver Canucks,Yann Sauve,D,8.0,0.0,8.0
2008,2,42,Ottawa Senators,Patrick Wiercioch,D,268.0,74.0,437.46
2008,2,43,Anaheim Ducks,Justin Schultz,D,745.0,324.0,710.55
2008,2,44,Buffalo Sabres,Luke Adam,C,90.0,26.0,149.54
2008,2,45,Carolina Hurricanes,Zac Dalpe,C,168.0,32.0,241.28
2008,2,46,Florida Panthers,Colby Robak,D,47.0,4.0,56.16
2008,2,47,Boston Bruins,Maxime Sauve,C,1.0,0.0,1.0
2008,2,48,Calgary Flames,Mitch Wahl,R,0.0,0.0,0.0
2008,2,49,Arizona Coyotes,Jared Staal,R,2.0,0.0,2.0
2008,2,50,Colorado Avalanche,Cameron Gaunce,D,37.0,9.0,57.61
2008,2,51,New York Rangers,Derek Stepan,C,890.0,515.0,827.74
2008,2,52,New Jersey Devils,Brandon Burlon,D,0.0,0.0,0.0
2008,2,53,New York Islanders,Travis Hamonic,D,925.0,244.0,571.05
2008,2,54,New Jersey Devils,Patrice Cormier,C,52.0,5.0,63.45
2008,2,55,Minnesota Wild,Marco Scandella,D,784.0,170.0,532.77
2008,2,56,Montreal Canadiens,Danny Kristo,R,0.0,0.0,0.0
2008,2,57,Washington Capitals,Eric Mestery,D,0.0,0.0,0.0
2008,2,58,Washington Capitals,Dmitri Kugryshev,R,0.0,0.0,0.0
2008,2,60,Toronto Maple Leafs,Jimmy Hayes,R,334.0,109.0,583.61
2008,3,62,San Jose Sharks,Justin Daniels,C,0.0,0.0,0.0
2008,3,63,Los Angeles Kings,Robert Czarnik,C,0.0,0.0,0.0
2008,3,64,Winnipeg Jets,Danick Paquette,R,0.0,0.0,0.0
2008,3,65,St. Louis Blues,Jori Lehtera,C,307.0,111.0,561.19
2008,3,66,New York Islanders,David Toews,C,0.0,0.0,0.0
2008,3,67,Philadelphia Flyers,Marc-Andre Bourdon,D,45.0,7.0,61.03
2008,3,68,Chicago Blackhawks,Shawn Lalonde,D,1.0,0.0,1.0
2008,3,69,Arizona Coyotes,Michael Stone,D,552.0,145.0,570.15
2008,3,70,St. Louis Blues,James Livingston,R,0.0,0.0,0.0
2008,3,71,Anaheim Ducks,Josh Brittain,L,0.0,0.0,0.0
2008,3,72,New York Islanders,Jyri Niemi,D,0.0,0.0,0.0
2008,3,73,New York Islanders,Kirill Petrov,R,0.0,0.0,0.0
2008,3,74,Los Angeles Kings,Andrew Campbell,D,42.0,2.0,46.58
2008,3,75,New York Rangers,Evgeny Grachev,L,34.0,4.0,43.16
2008,3,76,Arizona Coyotes,Mathieu Brodeur,D,0.0,0.0,0.0
2008,3,78,Calgary Flames,Lance Bouma,L,357.0,76.0,529.55
2008,3,79,Ottawa Senators,Zack Smith,L,662.0,204.0,607.22
2008,3,80,Florida Panthers,Adam Comrie,D,0.0,0.0,0.0
2008,3,81,Buffalo Sabres,Corey Fienhage,D,0.0,0.0,0.0
2008,3,82,New Jersey Devils,Adam Henrique,C,1053.0,571.0,798.07
2008,3,85,Anaheim Ducks,Brandon McMillan,L,171.0,36.0,253.44
2008,3,86,Montreal Canadiens,Steve Quailer,R,0.0,0.0,0.0
2008,3,87,St. Louis Blues,Ian Schultz,R,0.0,0.0,0.0
2008,3,88,Los Angeles Kings,Geordie Wudrick,L,0.0,0.0,0.0
2008,3,89,Dallas Stars,Scott Winkler,C,0.0,0.0,0.0
2008,3,90,New York Rangers,Tomas Kundratek,D,30.0,7.0,46.03
2008,3,91,Detroit Red Wings,Max Nicastro,D,0.0,0.0,0.0
2008,4,92,San Jose Sharks,Samuel Groulx,D,0.0,0.0,0.0
2008,4,94,Winnipeg Jets,Vinny Saponari,R,0.0,0.0,0.0
2008,4,95,St. Louis Blues,David Warsofsky,D,55.0,11.0,80.19
2008,4,96,New York Islanders,Matt Donovan,D,69.0,20.0,114.8
2008,4,97,Boston Bruins,Jamie Arniel,C,1.0,0.0,1.0
2008,4,98,Toronto Maple Leafs,Mikhail Stefanovich,C,0.0,0.0,0.0
2008,4,99,Arizona Coyotes,Colin Long,C,0.0,0.0,0.0
2008,4,100,Florida Panthers,A.J. Jenks,L,0.0,0.0,0.0
2008,4,101,Buffalo Sabres,Justin Jokinen,R,0.0,0.0,0.0
2008,4,102,New York Islanders,David Ullstrom,C,49.0,13.0,78.77
2008,4,103,Edmonton Oilers,Johan Motin,D,1.0,0.0,1.0
2008,4,104,Buffalo Sabres,Jordon Southorn,D,0.0,0.0,0.0
2008,4,105,Carolina Hurricanes,Michal Jordan,D,79.0,7.0,95.03
2008,4,107,Columbus Blue Jackets,Steven Delisle,D,0.0,0.0,0.0
2008,4,108,Calgary Flames,Nick Larson,L,0.0,0.0,0.0
2008,4,109,Ottawa Senators,Andre Petersson,R,1.0,0.0,1.0
2008,4,110,Colorado Avalanche,Kelsey Tessier,C,0.0,0.0,0.0
2008,4,111,New York Rangers,Dale Weise,R,513.0,125.0,554.65
2008,4,112,New Jersey Devils,Matt Delahey,D,0.0,0.0,0.0
2008,4,113,Anaheim Ducks,Ryan Hegarty,D,0.0,0.0,0.0
2008,4,114,Calgary Flames,T.J. Brodie,D,962.0,358.0,659.38
2008,4,115,Minnesota Wild,Sean Lorenz,D,0.0,0.0,0.0
2008,4,117,Tampa Bay Lightning,James Wright,C,146.0,12.0,173.48
2008,4,118,Columbus Blue Jackets,Drew Olson,D,0.0,0.0,0.0
2008,4,119,Ottawa Senators,Derek Grant,C,427.0,132.0,608.02
2008,4,120,Pittsburgh Penguins,Nathan Moon,C,0.0,0.0,0.0
2008,4,121,Detroit Red Wings,Gustav Nyquist,R,914.0,543.0,840.33
2008,5,123,Los Angeles Kings,Andrei Loktionov,C,155.0,48.0,264.92
2008,5,124,Winnipeg Jets,Nicklas Lasu,L,0.0,0.0,0.0
2008,5,125,St. Louis Blues,Kristoffer Berglund,D,0.0,0.0,0.0
2008,5,127,Columbus Blue Jackets,Matt Calvert,L,566.0,203.0,648.39
2008,5,128,Toronto Maple Leafs,Greg Pateryn,D,290.0,44.0,390.76
2008,5,129,Toronto Maple Leafs,Joel Champagne,C,0.0,0.0,0.0
2008,5,130,Toronto Maple Leafs,Jerome Flaake,R,0.0,0.0,0.0
2008,5,131,Vancouver Canucks,Prabh Rai,C,0.0,0.0,0.0
2008,5,132,Chicago Blackhawks,Teigan Zahn,D,0.0,0.0,0.0
2008,5,133,Edmonton Oilers,Philippe Cornet,L,2.0,1.0,4.29
2008,5,134,Buffalo Sabres,Jacob Lagace,L,0.0,0.0,0.0
2008,5,135,Columbus Blue Jackets,Tomas Kubalik,R,12.0,4.0,21.16
2008,5,136,Nashville Predators,Taylor Stefishen,L,0.0,0.0,0.0
2008,5,137,Columbus Blue Jackets,Brent Regner,D,7.0,0.0,7.0
2008,5,138,Montreal Canadiens,Maxim Trunev,F,0.0,0.0,0.0
2008,5,139,Ottawa Senators,Mark Borowiecki,D,458.0,56.0,455.68
2008,5,140,Colorado Avalanche,Mark Olver,C,74.0,22.0,124.38
2008,5,141,New York Rangers,Chris Doyle,L,0.0,0.0,0.0
2008,5,142,New Jersey Devils,Kory Nagy,C,0.0,0.0,0.0
2008,5,143,Anaheim Ducks,Stefan Warg,D,0.0,0.0,0.0
2008,5,144,Washington Capitals,Joel Broda,C,0.0,0.0,0.0
2008,5,145,Minnesota Wild,Eero Elo,L,0.0,0.0,0.0
2008,5,146,San Jose Sharks,Julien Demers,D,0.0,0.0,0.0
2008,5,147,Tampa Bay Lightning,Kyle DeCoste,R,0.0,0.0,0.0
2008,5,148,New York Islanders,Matt Martin,L,987.0,178.0,503.02
2008,5,149,Dallas Stars,Philip Larsen,D,151.0,37.0,235.73
2008,5,151,Detroit Red Wings,Julien Cayer,C,0.0,0.0,0.0
2008,6,152,Tampa Bay Lightning,Mark Barberio,D,272.0,56.0,400.24
2008,6,153,Los Angeles Kings,Justin Azevedo,C,0.0,0.0,0.0
2008,6,155,St. Louis Blues,Anthony Nigro,L,0.0,0.0,0.0
2008,6,156,New York Islanders,Jared Spurgeon,D,1008.0,436.0,708.62
2008,6,157,Columbus Blue Jackets,Cam Atkinson,R,809.0,489.0,848.77
2008,6,159,Arizona Coyotes,Brett Hextall,R,0.0,0.0,0.0
2008,6,160,Tampa Bay Lightning,Luke Witkowski,D,132.0,13.0,161.77
2008,6,161,Vancouver Canucks,Mats Josten-Froshaug,C,0.0,0.0,0.0
2008,6,162,Chicago Blackhawks,Jonathan Carlsson,D,0.0,0.0,0.0
2008,6,163,Edmonton Oilers,Teemu Hartikainen,L,52.0,13.0,81.77
2008,6,164,Buffalo Sabres,Nick Crawford,D,0.0,0.0,0.0
2008,6,166,Nashville Predators,Jeff Foss,D,0.0,0.0,0.0
2008,6,167,Colorado Avalanche,Joel Chouinard,D,0.0,0.0,0.0
2008,6,168,Calgary Flames,Ryley Grantham,C,0.0,0.0,0.0
2008,6,169,Chicago Blackhawks,Ben Smith,R,237.0,54.0,360.66
2008,6,170,Colorado Avalanche,Jonas Holos,D,39.0,6.0,52.74
2008,6,171,New York Rangers,Mitch Gaulton,D,0.0,0.0,0.0
2008,6,172,New Jersey Devils,David Wohlberg,C,0.0,0.0,0.0
2008,6,173,Boston Bruins,Nicolas Tremblay,C,0.0,0.0,0.0
2008,6,174,Washington Capitals,Greg Burke,L,0.0,0.0,0.0
2008,6,175,New York Islanders,Justin DiBenedetto,L,8.0,1.0,10.29
2008,6,176,Dallas Stars,Matt Tassone,L,0.0,0.0,0.0
2008,6,177,San Jose Sharks,Tommy Wingels,C,448.0,143.0,616.22
2008,6,178,Philadelphia Flyers,Zac Rinaldo,C,374.0,42.0,447.55
2008,6,179,Chicago Blackhawks,Braden Birch,D,0.0,0.0,0.0
2008,6,181,Detroit Red Wings,Stephen Johnston,C,0.0,0.0,0.0
2008,7,182,Tampa Bay Lightning,Matias Sointu,L,0.0,0.0,0.0
2008,7,183,Los Angeles Kings,Garrett Roe,L,0.0,0.0,0.0
2008,7,184,Winnipeg Jets,Zach Redmond,D,133.0,38.0,220.02
2008,7,186,San Jose Sharks,Jason Demers,D,700.0,214.0,605.23
2008,7,187,Columbus Blue Jackets,Sean Collins,C,21.0,3.0,27.87
