draft_year,round,pick_number,drafted_by,player_name,position,games_played,points,performance_score
2005,2,50,Los Angeles Kings,Dany Roussin,L,0.0,0.0,0.0
2005,2,51,Vancouver Canucks,Mason Raymond,L,546.0,251.0,730.77
2005,2,52,Colorado Avalanche,Chris Durand,C,0.0,0.0,0.0
2005,2,53,Winnipeg Jets,Andrew Kozek,W,0.0,0.0,0.0
2005,2,54,Chicago Blackhawks,Dan Bertram,R,0.0,0.0,0.0
2005,2,55,Columbus Blue Jackets,Adam McQuaid,D,512.0,73.0,472.24
2005,2,56,New York Rangers,Marc-Andre Cliche,C,151.0,14.0,183.06
2005,2,57,Minnesota Wild,Matt Kassian,L,76.0,5.0,87.45
2005,2,58,Carolina Hurricanes,Nate Hagemo,D,0.0,0.0,0.0
2005,2,60,Los Angeles Kings,T.J. Fast,D,0.0,0.0,0.0
2005,2,61,Pittsburgh Penguins,Michael Gergen,D,0.0,0.0,0.0
2005,3,62,Pittsburgh Penguins,Kristopher Letang,D,1232.0,805.0,888.69
2005,3,63,Anaheim Ducks,Jason Bailey,R,0.0,0.0,0.0
2005,3,64,Carolina Hurricanes,Joe Barnes,C,0.0,0.0,0.0
2005,3,66,New York Rangers,Brodie Dupont,L,1.0,0.0,1.0
2005,3,67,Columbus Blue Jackets,Kris Russell,D,912.0,254.0,583.05
2005,3,68,Chicago Blackhawks,Evan Brophey,C,4.0,0.0,4.0
2005,3,69,Calgary Flames,Gord Baldwin,D,0.0,0.0,0.0
2005,3,70,Ottawa Senators,Vitali Anikeyenko,D,0.0,0.0,0.0
2005,3,71,Dallas Stars,Richard Clune,L,139.0,22.0,189.38
2005,3,73,Tampa Bay Lightning,Radek Smolenak,L,7.0,1.0,9.29
2005,3,74,Calgary Flames,Dan Ryder,C,0.0,0.0,0.0
2005,3,75,Dallas Stars,Perttu Lindgren,C,1.0,0.0,1.0
2005,3,76,New York Islanders,Shea Guthrie,C,0.0,0.0,0.0
2005,3,77,New York Rangers,Dalyn Flatt,D,0.0,0.0,0.0
2005,3,78,Nashville Predators,Teemu Laakso,D,17.0,0.0,17.0
2005,3,79,Nashville Predators,Cody Franson,D,550.0,212.0,670.24
2005,3,80,Detroit Red Wings,Christofer Lofberg,C,0.0,0.0,0.0
2005,3,81,Edmonton Oilers,Danny Syvret,D,59.0,7.0,75.03
2005,3,82,Toronto Maple Leafs,Phil Oreskovic,D,10.0,2.0,14.58
2005,3,83,Boston Bruins,Mikko Lehtonen,R,2.0,0.0,2.0
2005,3,84,New Jersey Devils,Mark Fraser,D,219.0,22.0,269.38
2005,3,86,Edmonton Oilers,Robby Dee,C,0.0,0.0,0.0
2005,3,87,Buffalo Sabres,Marc-Andre Gragnani,D,78.0,18.0,119.22
2005,3,88,Colorado Avalanche,T.J. Hensick,R,112.0,38.0,199.02
2005,3,89,Tampa Bay Lightning,Chris Lawrence,R,0.0,0.0,0.0
2005,3,90,Florida Panthers,Dan Collins,R,0.0,0.0,0.0
2005,3,91,Philadelphia Flyers,Oskars Bartulis,D,66.0,9.0,86.61
2005,4,92,Tampa Bay Lightning,Marek Bartanus,R,0.0,0.0,0.0
2005,4,93,Florida Panthers,Olivier Legault,L,0.0,0.0,0.0
2005,4,94,Carolina Hurricanes,Jakub Vojta,D,0.0,0.0,0.0
2005,4,95,Ottawa Senators,Cody Bass,C,75.0,5.0,86.45
2005,4,96,Buffalo Sabres,Chris Butler,D,407.0,86.0,528.26
2005,4,97,Edmonton Oilers,Chris VandeVelde,C,278.0,48.0,387.92
2005,4,98,Ottawa Senators,Ilya Zubov,C,11.0,2.0,15.58
2005,4,99,New Jersey Devils,Patrick Davis,L,9.0,1.0,11.29
2005,4,100,Boston Bruins,Jonathan Sigalet,D,1.0,0.0,1.0
2005,4,101,Columbus Blue Jackets,Jared Boll,R,579.0,66.0,448.93
2005,4,102,Tampa Bay Lightning,Blair Jones,C,132.0,17.0,170.93
2005,4,103,Detroit Red Wings,Mattias Ritola,R,43.0,9.0,63.61
2005,4,104,Florida Panthers,Matt Duffy,D,0.0,0.0,0.0
2005,4,105,Arizona Coyotes,Keith Yandle,D,1109.0,619.0,811.03
2005,4,106,Boston Bruins,Vladimir Sobotka,C,548.0,171.0,610.39
2005,4,107,New York Rangers,Tom Pyatt,L,445.0,101.0,541.03
2005,4,108,Chicago Blackhawks,Niklas Hjalmarsson,D,821.0,172.0,526.79
2005,4,109,Washington Capitals,Andrew Thomas,D,0.0,0.0,0.0
2005,4,110,Minnesota Wild,Kyle Bailey,C,0.0,0.0,0.0
2005,4,111,Calgary Flames,J.D. Watt,C,0.0,0.0,0.0
2005,4,113,Chicago Blackhawks,Nathan Davis,C,0.0,0.0,0.0
2005,4,115,Ottawa Senators,Janne Kolehmainen,L,0.0,0.0,0.0
2005,4,116,Winnipeg Jets,Jordan Smotherman,L,4.0,2.0,8.58
2005,4,117,Chicago Blackhawks,Denis Istomin,R,0.0,0.0,0.0
2005,4,118,Washington Capitals,Patrick McNeill,D,0.0,0.0,0.0
2005,4,120,Edmonton Oilers,Vyacheslav Trukhno,C,0.0,0.0,0.0
2005,4,121,Montreal Canadiens,Juraj Mikus,C,0.0,0.0,0.0
2005,4,122,Minnesota Wild,Morten Madsen,L,0.0,0.0,0.0
2005,4,123,Carolina Hurricanes,Ondrej Otcenas,L,0.0,0.0,0.0
2005,4,124,Colorado Avalanche,Raymond Macias,D,8.0,1.0,10.29
2005,4,125,Pittsburgh Penguins,Tommi Leinonen,D,0.0,0.0,0.0
2005,5,126,Pittsburgh Penguins,Tim Crowder,R,0.0,0.0,0.0
2005,5,127,Anaheim Ducks,Bobby Bolt,L,0.0,0.0,0.0
2005,5,129,Minnesota Wild,Anthony Aiello,D,0.0,0.0,0.0
2005,5,130,Montreal Canadiens,Mathieu Aubin,C,0.0,0.0,0.0
2005,5,132,Detroit Red Wings,Darren Helm,C,823.0,266.0,619.49
2005,5,133,Tampa Bay Lightning,Stanislav Lascek,R,0.0,0.0,0.0
2005,5,134,Chicago Blackhawks,Brennan Turner,D,0.0,0.0,0.0
2005,5,135,Winnipeg Jets,Tomas Pospisil,L,0.0,0.0,0.0
2005,5,136,Ottawa Senators,Tomas Kudelka,D,0.0,0.0,0.0
2005,5,137,Detroit Red Wings,Johan Ryno,C,0.0,0.0,0.0
2005,5,138,Vancouver Canucks,Matt Butcher,C,0.0,0.0,0.0
2005,5,139,Los Angeles Kings,Patrik Hersley,D,0.0,0.0,0.0
2005,5,141,Anaheim Ducks,Brian Salcido,D,2.0,1.0,4.29
2005,5,142,Buffalo Sabres,Nathan Gerbe,C,435.0,151.0,638.99
2005,5,144,New York Islanders,Masi Marjamaki,L,1.0,0.0,1.0
2005,5,145,Carolina Hurricanes,Timothy Kunes,D,0.0,0.0,0.0
2005,5,146,Dallas Stars,Tom Wandell,C,229.0,43.0,327.47
2005,5,147,New York Rangers,Trevor Koverko,D,0.0,0.0,0.0
2005,5,148,Arizona Coyotes,Anton Krysanov,C,0.0,0.0,0.0
2005,5,149,San Jose Sharks,Derek Joslin,D,116.0,16.0,152.64
2005,5,150,Nashville Predators,Cal O'Reilly,C,145.0,49.0,257.21
2005,5,151,Detroit Red Wings,Jeff May,D,0.0,0.0,0.0
2005,5,152,Philadelphia Flyers,Josh Beaulieu,L,0.0,0.0,0.0
2005,5,153,Toronto Maple Leafs,Alex Berry,R,0.0,0.0,0.0
2005,5,154,Boston Bruins,Wacey Rabbit,C,0.0,0.0,0.0
2005,5,155,New Jersey Devils,Mark Fayne,D,389.0,65.0,492.22
2005,5,156,St. Louis Blues,Ryan Reaves,R,962.0,140.0,474.64
2005,5,157,Edmonton Oilers,Fredrik Pettersson,L,0.0,0.0,0.0
2005,5,159,Carolina Hurricanes,Risto Korhonen,D,0.0,0.0,0.0
2005,5,160,Dallas Stars,Matt Watkins,R,1.0,0.0,1.0
2005,5,162,San Jose Sharks,P.J. Fenton,L,0.0,0.0,0.0
2005,6,163,Tampa Bay Lightning,Marek Kvapil,L,0.0,0.0,0.0
2005,6,164,Florida Panthers,Roman Derlyuk,D,0.0,0.0,0.0
2005,6,166,Colorado Avalanche,Jason Lynch,D,0.0,0.0,0.0
2005,6,168,Colorado Avalanche,Justin Mercier,L,9.0,2.0,13.58
2005,6,169,St. Louis Blues,Mike Gauthier,D,0.0,0.0,0.0
2005,6,170,New Jersey Devils,Sean Zimmerman,D,0.0,0.0,0.0
2005,6,171,St. Louis Blues,Nick Drazenovic,C,12.0,0.0,12.0
2005,6,172,Boston Bruins,Lukas Vantuch,C,0.0,0.0,0.0
2005,6,173,Toronto Maple Leafs,Johan Dahlberg,L,0.0,0.0,0.0
2005,6,174,Philadelphia Flyers,John Flatters,D,0.0,0.0,0.0
2005,6,175,Detroit Red Wings,Juho Mielonen,D,0.0,0.0,0.0
2005,6,176,Nashville Predators,Ryan Maki,R,0.0,0.0,0.0
2005,6,177,Columbus Blue Jackets,Derek Reinhart,D,0.0,0.0,0.0
2005,6,178,New York Rangers,Greg Beller,W,0.0,0.0,0.0
2005,6,179,Calgary Flames,Brett Sutter,C,60.0,10.0,82.9
2005,6,180,New York Islanders,Tyrell Mason,D,0.0,0.0,0.0
2005,6,181,Washington Capitals,Tim Kennedy,L,162.0,39.0,251.31
2005,6,183,San Jose Sharks,Will Colbert,D,0.0,0.0,0.0
2005,6,184,Los Angeles Kings,Ryan McGinnis,D,0.0,0.0,0.0
2005,6,185,Vancouver Canucks,Kris Fredheim,D,3.0,0.0,3.0
2005,6,186,Ottawa Senators,Dmitry Megalinsky,D,0.0,0.0,0.0
2005,6,187,Winnipeg Jets,Andrey Zubarev,D,4.0,1.0,6.29
2005,6,188,Chicago Blackhawks,Joe Charlebois,D,0.0,0.0,0.0
2005,6,189,Columbus Blue Jackets,Kirill Starkov,L,0.0,0.0,0.0
2005,6,190,Montreal Canadiens,Matt D'Agostini,R,324.0,107.0,569.03
2005,6,191,Buffalo Sabres,Vyacheslav Buravchikov,D,0.0,0.0,0.0
2005,6,192,Carolina Hurricanes,Nicolas Blanchard,L,9.0,0.0,9.0
2005,6,193,San Jose Sharks,Tony Lucia,L,0.0,0.0,0.0
2005,6,194,Pittsburgh Penguins,Jean-Philipp Paquet,D,0.0,0.0,0.0
2005,7,195,Pittsburgh Penguins,Joe Vitale,C,234.0,44.0,334.76
2005,7,196,New York Islanders,Nick Tuzzolino,D,0.0,0.0,0.0
2005,7,198,Carolina Hurricanes,Kyle Lawson,D,0.0,0.0,0.0
2005,7,199,Minnesota Wild,Riley Emmerson,L,0.0,0.0,0.0
2005,7,200,Montreal Canadiens,Sergei Kostitsyn,R,353.0,176.0,756.04
2005,7,201,Columbus Blue Jackets,Trevor Hendrikx,F,0.0,0.0,0.0
2005,7,202,Chicago Blackhawks,David Kuchejda,R,0.0,0.0,0.0
2005,7,203,Chicago Blackhawks,Adam Hobson,C,0.0,0.0,0.0
2005,7,204,Ottawa Senators,Colin Greening,C,286.0,102.0,519.58
2005,7,205,Vancouver Canucks,Mario Bliznak,C,6.0,1.0,8.29
2005,7,206,Los Angeles Kings,Josh Meyers,D,0.0,0.0,0.0
2005,7,207,Winnipeg Jets,Myles Stoesz,L,0.0,0.0,0.0
2005,7,208,Buffalo Sabres,Matt Generous,D,0.0,0.0,0.0
2005,7,209,Washington Capitals,Viktor Dovgan,D,0.0,0.0,0.0
2005,7,210,New York Islanders,Luciano Aquino,R,0.0,0.0,0.0
2005,7,211,New York Rangers,Ryan Russell,C,41.0,2.0,45.58
2005,7,212,Arizona Coyotes,Patrick Brosnihan,R,0.0,0.0,0.0
2005,7,213,Nashville Predators,Scott Todd,D,0.0,0.0,0.0
2005,7,214,Detroit Red Wings,Bretton Stamler,D,0.0,0.0,0.0
2005,7,215,Philadelphia Flyers,Matt Clackson,L,0.0,0.0,0.0
2005,7,216,Toronto Maple Leafs,Anton Stralman,D,938.0,293.0,610.65
2005,7,217,Boston Bruins,Brock Bradford,C,0.0,0.0,0.0
2005,7,218,New Jersey Devils,Alexander Sundstrom,C,0.0,0.0,0.0
2005,7,219,St. Louis Blues,Nikolai Lemtyugov,W,0.0,0.0,0.0
2005,7,220,Edmonton Oilers,Matthew Glasser,L,0.0,0.0,0.0
2005,7,221,Calgary Flames,Myles Rumsey,D,0.0,0.0,0.0
2005,7,222,Colorado Avalanche,Kyle Cumiskey,D,139.0,35.0,219.15
2005,7,224,Florida Panthers,Zach Bearson,R,0.0,0.0,0.0
2005,7,225,Tampa Bay Lightning,John Wessbecker,D,0.0,0.0,0.0
2005,7,226,Los Angeles Kings,John Seymour,L,0.0,0.0,0.0
2005,7,227,Buffalo Sabres,Andrew Orpik,D,0.0,0.0,0.0
2005,7,228,Toronto Maple Leafs,Chad Rau,C,9.0,2.0,13.58
2005,7,229,Montreal Canadiens,Philippe Paquet,D,0.0,0.0,0.0
2005,7,230,Nashville Predators,Patric Hornqvist,R,901.0,543.0,847.32
2006,1,1,St. Louis Blues,Erik Johnson,D,1023.0,348.0,633.33
2006,1,2,Pittsburgh Penguins,Jordan Staal,C,1401.0,744.0,788.93
2006,1,3,Chicago Blackhawks,Jonathan Toews,C,1143.0,908.0,1003.63
2006,1,4,Washington Capitals,Nicklas Backstrom,C,1105.0,1033.0,1118.12
2006,1,5,Boston Bruins,Phil Kessel,R,1286.0,992.0,984.86
2006,1,6,Columbus Blue Jackets,Derick Brassard,C,1013.0,545.0,794.6
2006,1,7,New York Islanders,Kyle Okposo,R,1051.0,614.0,832.27
2006,1,8,Arizona Coyotes,Peter Mueller,C,297.0,160.0,663.4
2006,1,9,Minnesota Wild,James Sheppard,C,394.0,91.0,544.29
2006,1,10,Florida Panthers,Michael Frolik,R,858.0,384.0,720.86
2006,1,12,Winnipeg Jets,Bryan Little,C,843.0,521.0,859.84
2006,1,13,Toronto Maple Leafs,Jiri Tlusty,L,446.0,177.0,679.54
2006,1,14,Vancouver Canucks,Michael Grabner,R,640.0,276.0,707.57
2006,1,16,San Jose Sharks,Ty Wishart,D,26.0,6.0,39.74
2006,1,17,Los Angeles Kings,Trevor Lewis,C,1034.0,237.0,542.86
2006,1,18,Colorado Avalanche,Chris Stewart,R,668.0,322.0,748.97
2006,1,19,Anaheim Ducks,Mark Mitera,D,0.0,0.0,0.0
2006,1,20,Montreal Canadiens,David Fischer,D,0.0,0.0,0.0
2006,1,21,New York Rangers,Bob Sanguinetti,D,45.0,6.0,58.74
2006,1,22,Philadelphia Flyers,Claude Giroux,R,1339.0,1160.0,1062.26
2006,1,24,Buffalo Sabres,Dennis Persson,D,0.0,0.0,0.0
2006,1,25,St. Louis Blues,Patrik Berglund,C,717.0,326.0,726.67
2006,1,27,Dallas Stars,Ivan Vishnevskiy,D,5.0,2.0,9.58
2006,1,28,Ottawa Senators,Nick Foligno,L,1282.0,609.0,743.27
2006,1,29,Arizona Coyotes,Chris Summers,D,70.0,9.0,90.61
2006,1,30,New Jersey Devils,Matt Corrente,D,34.0,6.0,47.74
2006,2,31,St. Louis Blues,Tomas Kana,C,6.0,2.0,10.58
2006,2,32,Pittsburgh Penguins,Carl Sneep,D,1.0,1.0,3.29
2006,2,33,Chicago Blackhawks,Igor Makarov,R,0.0,0.0,0.0
2006,2,35,Washington Capitals,Francois Bouchard,R,0.0,0.0,0.0
2006,2,36,San Jose Sharks,Jamie McGinn,L,617.0,220.0,646.69
2006,2,37,Boston Bruins,Yuri Alexandrov,D,0.0,0.0,0.0
2006,2,38,Anaheim Ducks,Bryce Swan,R,0.0,0.0,0.0
2006,2,39,Philadelphia Flyers,Andreas Nodl,R,183.0,36.0,265.44
2006,2,40,Minnesota Wild,Ondrej Fiala,L,0.0,0.0,0.0
2006,2,41,Detroit Red Wings,Cory Emmerton,L,139.0,21.0,187.09
2006,2,42,Philadelphia Flyers,Mike Ratchuk,D,0.0,0.0,0.0
2006,2,43,Winnipeg Jets,Riley Holzapfel,L,0.0,0.0,0.0
2006,2,44,Toronto Maple Leafs,Nikolay Kulemin,L,669.0,274.0,689.9
2006,2,45,Edmonton Oilers,Jeff Petry,D,1042.0,394.0,664.26
2006,2,47,Detroit Red Wings,Shawn Matthias,L,551.0,174.0,613.44
2006,2,48,Los Angeles Kings,Joey Ryan,D,0.0,0.0,0.0
2006,2,49,Montreal Canadiens,Ben Maxwell,C,47.0,8.0,65.32
2006,2,50,Boston Bruins,Milan Lucic,L,1177.0,586.0,761.89
2006,2,51,Colorado Avalanche,Nigel Williams,D,0.0,0.0,0.0
2006,2,52,Washington Capitals,Keith Seabrook,D,0.0,0.0,0.0
2006,2,53,Montreal Canadiens,Mathieu Carle,D,3.0,0.0,3.0
2006,2,54,New York Rangers,Artem Anisimov,C,771.0,376.0,753.57
2006,2,55,Philadelphia Flyers,Denis Bodrov,D,0.0,0.0,0.0
2006,2,56,Nashville Predators,Blake Geoffrion,L,55.0,13.0,84.77
2006,2,57,Buffalo Sabres,Mike Weber,D,351.0,53.0,472.37
2006,2,58,New Jersey Devils,Alexander Vasyunov,L,18.0,5.0,29.45
2006,2,59,Colorado Avalanche,Codey Burki,C,0.0,0.0,0.0
2006,2,60,New York Islanders,Jesse Joensuu,L,129.0,24.0,183.96
2006,2,61,Chicago Blackhawks,Simon Danis-Pepin,D,0.0,0.0,0.0
2006,2,62,Detroit Red Wings,Dick Axelsson,L,0.0,0.0,0.0
2006,2,63,Carolina Hurricanes,Jamie McBain,D,348.0,110.0,599.9
2006,3,64,St. Louis Blues,Jonas Junland,D,4.0,2.0,8.58
2006,3,65,Pittsburgh Penguins,Brian Strait,D,187.0,29.0,253.41
2006,3,66,Montreal Canadiens,Ryan White,C,313.0,61.0,452.69
2006,3,67,New Jersey Devils,Kirill Tulupov,D,0.0,0.0,0.0
2006,3,68,Ottawa Senators,Eric Gryba,D,289.0,43.0,387.47
2006,3,70,New York Islanders,Robin Figren,L,0.0,0.0,0.0
2006,3,71,Boston Bruins,Brad Marchand,L,1152.0,1034.0,1087.73
2006,3,72,Minnesota Wild,Cal Clutterbuck,R,1064.0,293.0,580.5
2006,3,73,Florida Panthers,Brady Calla,R,0.0,0.0,0.0
2006,3,75,Edmonton Oilers,Theo Peckham,D,160.0,17.0,198.93
2006,3,76,Chicago Blackhawks,Tony Lagerstrom,C,0.0,0.0,0.0
2006,3,77,New Jersey Devils,Vladimir Zharkov,R,82.0,14.0,114.06
2006,3,78,Tampa Bay Lightning,Kevin Quick,D,6.0,1.0,8.29
2006,3,79,Philadelphia Flyers,Jonathan Matsumoto,C,14.0,2.0,18.58
2006,3,80,Winnipeg Jets,Michael Forney,L,0.0,0.0,0.0
2006,3,81,Colorado Avalanche,Mike Carman,C,0.0,0.0,0.0
2006,3,82,Vancouver Canucks,Daniel Rahimi,D,0.0,0.0,0.0
2006,3,83,Anaheim Ducks,John de Gray,D,0.0,0.0,0.0
2006,3,84,New York Rangers,Ryan Hillier,L,0.0,0.0,0.0
2006,3,85,Columbus Blue Jackets,Tom Sestito,L,154.0,21.0,202.09
2006,3,86,Los Angeles Kings,"George ""Bud"" Holloway",R,1.0,0.0,1.0
2006,3,87,Calgary Flames,John Armstrong,C,0.0,0.0,0.0
2006,3,88,Arizona Coyotes,Jonas Ahnelov,D,0.0,0.0,0.0
2006,3,89,Calgary Flames,Aaron Marvin,C,0.0,0.0,0.0
2006,3,90,Dallas Stars,Aaron Snow,L,0.0,0.0,0.0
2006,3,91,Ottawa Senators,Kaspars Daugavins,L,91.0,15.0,125.35
2006,3,93,Carolina Hurricanes,Harrison Reed,R,0.0,0.0,0.0
2006,4,94,St. Louis Blues,Ryan Turek,D,0.0,0.0,0.0
2006,4,95,Chicago Blackhawks,Ben Shutron,D,0.0,0.0,0.0
2006,4,97,Washington Capitals,Oskar Osala,L,3.0,0.0,3.0
2006,4,98,San Jose Sharks,James DeLory,D,0.0,0.0,0.0
2006,4,100,New York Islanders,Rhett Rakhshani,R,7.0,0.0,7.0
2006,4,101,Philadelphia Flyers,Joonas Lehtivuori,D,0.0,0.0,0.0
2006,4,102,Minnesota Wild,Kyle Medvec,D,0.0,0.0,0.0
2006,4,103,Florida Panthers,Michael Caruso,D,2.0,0.0,2.0
2006,4,104,New York Rangers,David Kveton,R,0.0,0.0,0.0
2006,4,105,Nashville Predators,Niko Snellman,R,0.0,0.0,0.0
2006,4,107,New Jersey Devils,Tyler Miller,D,0.0,0.0,0.0
2006,4,110,Colorado Avalanche,Kevin Montgomery,D,0.0,0.0,0.0
2006,4,111,Toronto Maple Leafs,Korbinian Holzer,D,206.0,27.0,267.83
2006,4,112,Anaheim Ducks,Matt Beleskey,L,477.0,158.0,626.04
2006,4,113,Columbus Blue Jackets,Ben Wright,D,0.0,0.0,0.0
2006,4,114,Los Angeles Kings,Niclas Andersen,D,0.0,0.0,0.0
2006,4,115,New York Islanders,Tomas Marcinko,C,0.0,0.0,0.0
2006,4,116,Florida Panthers,Derrick LaPoint,D,0.0,0.0,0.0
2006,4,117,Buffalo Sabres,Felix Schutz,C,0.0,0.0,0.0
2006,4,118,Calgary Flames,Hugo Carpentier,C,0.0,0.0,0.0
2006,4,119,New York Islanders,Doug Rogers,C,0.0,0.0,0.0
2006,4,121,Ottawa Senators,Pierre-Luc Lessard,D,0.0,0.0,0.0
2006,4,122,Washington Capitals,Luke Lynes,C,0.0,0.0,0.0
2006,4,123,Carolina Hurricanes,Bobby Hughes,C,0.0,0.0,0.0
2006,5,124,St. Louis Blues,Andy Sackrison,C,0.0,0.0,0.0
2006,5,126,New York Islanders,Shane Sims,D,1.0,0.0,1.0
2006,5,127,Washington Capitals,Maxime Lacroix,L,0.0,0.0,0.0
2006,5,128,Boston Bruins,Andrew Bodnarchuk,D,42.0,4.0,51.16
2006,5,129,Columbus Blue Jackets,Bobby Nyholm,R,0.0,0.0,0.0
2006,5,131,Arizona Coyotes,Martin Latal,L,0.0,0.0,0.0
2006,5,134,Los Angeles Kings,David Meckler,L,0.0,0.0,0.0
2006,5,136,Columbus Blue Jackets,Nick Sucharski,L,0.0,0.0,0.0
2006,5,137,New York Rangers,Tomas Zaborsky,C,0.0,0.0,0.0
2006,5,138,Dallas Stars,David Mcintyre,R,7.0,2.0,11.58
2006,5,139,Montreal Canadiens,Pavel Valentenko,D,0.0,0.0,0.0
2006,5,140,Edmonton Oilers,Cody Wild,D,0.0,0.0,0.0
2006,5,141,New York Islanders,Kim Johansson,L,0.0,0.0,0.0
2006,5,142,Columbus Blue Jackets,Maxime Frechette,D,0.0,0.0,0.0
2006,5,143,San Jose Sharks,Ashton Rome,R,0.0,0.0,0.0
2006,5,144,Los Angeles Kings,Martin Nolet,D,0.0,0.0,0.0
2006,5,145,Philadelphia Flyers,Jon Rheault,R,5.0,0.0,5.0
2006,5,147,Buffalo Sabres,Alex Biega,D,243.0,42.0,339.18
2006,5,148,New Jersey Devils,Olivier Magnan,D,18.0,0.0,18.0
2006,5,149,Calgary Flames,Juuso Puustinen,R,0.0,0.0,0.0
2006,5,150,Dallas Stars,Max Warn,L,0.0,0.0,0.0
2006,5,152,Arizona Coyotes,Jordan Bendfeld,D,0.0,0.0,0.0
2006,5,153,Carolina Hurricanes,Stephane Chaput,C,0.0,0.0,0.0
2006,6,154,St. Louis Blues,Matthew McCollem,L,0.0,0.0,0.0
2006,6,155,Florida Panthers,Peter Aston,D,0.0,0.0,0.0
2006,6,156,Chicago Blackhawks,Jan-Mikael Juutilainen,F,0.0,0.0,0.0
2006,6,157,Washington Capitals,Brent Gwidt,C,0.0,0.0,0.0
2006,6,158,Boston Bruins,Levi Nelson,C,0.0,0.0,0.0
2006,6,159,Columbus Blue Jackets,Jesse Dudas,D,0.0,0.0,0.0
2006,6,160,New York Islanders,Andrew MacDonald,D,586.0,161.0,579.98
2006,6,161,Toronto Maple Leafs,Viktor Stalberg,L,488.0,168.0,636.66
2006,6,162,Minnesota Wild,Julian Walker,W,0.0,0.0,0.0
2006,6,163,Vancouver Canucks,Sergei Shirokov,R,8.0,1.0,10.29
2006,6,164,Los Angeles Kings,Constantin Braun,D,0.0,0.0,0.0
2006,6,165,Winnipeg Jets,Jonas Enlund,C,0.0,0.0,0.0
2006,6,166,Toronto Maple Leafs,Tyler Ruegsegger,C,0.0,0.0,0.0
2006,6,167,Vancouver Canucks,Juraj Simek,W,0.0,0.0,0.0
2006,6,168,Tampa Bay Lightning,Dane Crowley,D,0.0,0.0,0.0
2006,6,169,Chicago Blackhawks,Chris Auger,C,0.0,0.0,0.0
2006,6,170,Edmonton Oilers,Alexander Bumagin,W,0.0,0.0,0.0
2006,6,171,New York Islanders,Brian Day,R,0.0,0.0,0.0
2006,6,172,Anaheim Ducks,Petteri Wirtanen,C,3.0,1.0,5.29
2006,6,174,New York Rangers,Eric Hunter,C,0.0,0.0,0.0
2006,6,176,Nashville Predators,Ryan Flynn,R,0.0,0.0,0.0
2006,6,177,Washington Capitals,Mathieu Perreault,C,708.0,353.0,762.47
2006,6,178,New Jersey Devils,Tony Romano,R,0.0,0.0,0.0
2006,6,179,Calgary Flames,Jordan Fulton,L,0.0,0.0,0.0
2006,6,180,Toronto Maple Leafs,Leo Komarov,L,491.0,170.0,638.26
2006,6,181,Ottawa Senators,Kevin Koopman,D,0.0,0.0,0.0
2006,6,182,Detroit Red Wings,Jan Mursak,R,46.0,4.0,55.16
2006,6,183,Carolina Hurricanes,Nick Dodge,R,0.0,0.0,0.0
2006,7,184,St. Louis Blues,Alexander Hellstrom,D,0.0,0.0,0.0
2006,7,185,Pittsburgh Penguins,Timo Seppanen,D,0.0,0.0,0.0
2006,7,186,Chicago Blackhawks,Peter Leblanc,L,1.0,0.0,1.0
2006,7,187,Calgary Flames,Devin DiDiomete,L,0.0,0.0,0.0
2006,7,188,Arizona Coyotes,Chris Frank,D,0.0,0.0,0.0
2006,7,189,Columbus Blue Jackets,Derek Dorsett,R,515.0,127.0,557.04
2006,7,190,New York Islanders,Troy Mattila,L,0.0,0.0,0.0
2006,7,191,Detroit Red Wings,Nick Oslund,R,0.0,0.0,0.0
2006,7,192,Minnesota Wild,Chris Hickey,R,0.0,0.0,0.0
2006,7,194,Columbus Blue Jackets,Matt Marquardt,L,0.0,0.0,0.0
2006,7,195,Winnipeg Jets,Jesse Martin,C,0.0,0.0,0.0
2006,7,196,Arizona Coyotes,Benn Ferriero,R,98.0,23.0,150.67
2006,7,197,Vancouver Canucks,Evan Fuller,C,0.0,0.0,0.0
2006,7,198,Tampa Bay Lightning,Denis Kazionov,L,0.0,0.0,0.0
2006,7,199,Montreal Canadiens,Cameron Cepek,D,0.0,0.0,0.0
2006,7,200,Winnipeg Jets,Arturs Kulda,D,15.0,2.0,19.58
2006,7,202,San Jose Sharks,John McCarthy,L,88.0,6.0,101.74
2006,7,203,San Jose Sharks,Jay Barriball,R,0.0,0.0,0.0
2006,7,204,New York Rangers,Lukas Zeliska,C,0.0,0.0,0.0
2006,7,205,Philadelphia Flyers,Andrei Popov,R,0.0,0.0,0.0
2006,7,206,Nashville Predators,Viktor Sjodin,L,0.0,0.0,0.0
2006,7,207,Buffalo Sabres,Benjamin Breault,C,0.0,0.0,0.0
2006,7,208,New Jersey Devils,Kyell Henegan,D,0.0,0.0,0.0
2006,7,209,Calgary Flames,Per Johnsson,F,0.0,0.0,0.0
2006,7,210,Winnipeg Jets,Will O'Neill,D,1.0,0.0,1.0
2006,7,211,Ottawa Senators,Erik Condra,R,372.0,99.0,572.96
2006,7,212,Detroit Red Wings,Logan Pyett,D,0.0,0.0,0.0
2006,7,213,Carolina Hurricanes,Justin Krueger,D,0.0,0.0,0.0
2007,1,1,Chicago Blackhawks,Patrick Kane,R,1363.0,1393.0,1189.18
2007,1,2,Philadelphia Flyers,James Van Riemsdyk,L,1148.0,695.0,849.55
2007,1,3,Arizona Coyotes,Kyle Turris,C,776.0,425.0,802.49
